Condition,State,PPH_per_1000,Year,Jurisdiction,Sector,Cost_per_person,Cost_per_PPH
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,1156.0,2312000.0
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,4.0,8000.0
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,13.0,26000.0
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,45.0,90000.0
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,46.0,92000.0
Other vaccine-preventable conditions,ACT,0.5,2022-23,ACT,Hospitals,2541.0,5082000.0
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,84.0,64615.38461538461
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,129.0,99230.76923076923
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,101.0,77692.30769230769
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,302.0,232307.6923076923
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,241.0,185384.61538461538
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,39.0,30000.0
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,47.0,36153.846153846156
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,49.0,37692.30769230769
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,1156.0,889230.7692307692
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,4.0,3076.9230769230767
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,13.0,10000.0
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,45.0,34615.38461538462
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,46.0,35384.61538461538
Total vaccine-preventable conditions(c),ACT,1.3,2022-23,ACT,Hospitals,2541.0,1954615.3846153845
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,84.0,840000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,129.0,1290000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,101.0,1010000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,302.0,3020000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,241.0,2410000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,39.0,390000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,47.0,470000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,49.0,490000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,1156.0,11560000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,4.0,40000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,13.0,130000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,45.0,450000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,46.0,460000.0
Pneumonia (not vaccine-preventable),ACT,0.1,2022-23,ACT,Hospitals,2541.0,25410000.0
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,84.0,46666.666666666664
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,129.0,71666.66666666667
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,101.0,56111.11111111111
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,302.0,167777.77777777778
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,241.0,133888.88888888888
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,39.0,21666.666666666668
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,47.0,26111.11111111111
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,49.0,27222.222222222223
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,1156.0,642222.2222222222
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,4.0,2222.222222222222
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,13.0,7222.222222222222
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,45.0,25000.0
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,46.0,25555.555555555555
Cellulitis,ACT,1.8,2022-23,ACT,Hospitals,2541.0,1411666.6666666667
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,84.0,60000.00000000001
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,129.0,92142.85714285714
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,101.0,72142.85714285714
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,302.0,215714.28571428574
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,241.0,172142.85714285716
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,39.0,27857.14285714286
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,47.0,33571.42857142857
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,49.0,35000.0
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,1156.0,825714.2857142858
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,4.0,2857.1428571428573
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,13.0,9285.714285714286
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,45.0,32142.857142857145
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,46.0,32857.14285714286
Convulsions and epilepsy,ACT,1.4,2022-23,ACT,Hospitals,2541.0,1815000.0
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,84.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,129.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,101.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,302.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,241.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,39.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,47.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,49.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,1156.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,4.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,13.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,45.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,46.0,inf
Eclampsia,ACT,0.0,2022-23,ACT,Hospitals,2541.0,inf
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,84.0,23333.333333333332
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,129.0,35833.333333333336
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,101.0,28055.555555555555
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,302.0,83888.88888888889
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,241.0,66944.44444444444
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,39.0,10833.333333333334
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,47.0,13055.555555555555
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,49.0,13611.111111111111
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,1156.0,321111.1111111111
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,4.0,1111.111111111111
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,13.0,3611.111111111111
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,45.0,12500.0
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,46.0,12777.777777777777
Dental conditions,ACT,3.6,2022-23,ACT,Hospitals,2541.0,705833.3333333334
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,84.0,56000.0
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,129.0,86000.0
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,101.0,67333.33333333333
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,302.0,201333.33333333334
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,241.0,160666.66666666666
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,39.0,26000.0
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,47.0,31333.333333333332
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,49.0,32666.666666666668
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,1156.0,770666.6666666666
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,4.0,2666.6666666666665
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,13.0,8666.666666666666
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,45.0,30000.0
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,46.0,30666.666666666668
"Ear, nose and throat infections",ACT,1.5,2022-23,ACT,Hospitals,2541.0,1694000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,84.0,210000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,129.0,322500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,101.0,252500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,302.0,755000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,241.0,602500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,39.0,97500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,47.0,117500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,49.0,122500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,1156.0,2890000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,4.0,10000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,13.0,32500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,45.0,112500.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,46.0,115000.0
Gangrene,ACT,0.4,2022-23,ACT,Hospitals,2541.0,6352500.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,84.0,840000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,129.0,1290000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,101.0,1010000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,302.0,3020000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,241.0,2410000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,39.0,390000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,47.0,470000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,49.0,490000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,1156.0,11560000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,4.0,40000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,13.0,130000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,45.0,450000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,46.0,460000.0
Pelvic inflammatory disease,ACT,0.1,2022-23,ACT,Hospitals,2541.0,25410000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,84.0,420000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,129.0,645000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,101.0,505000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,302.0,1510000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,241.0,1205000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,39.0,195000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,47.0,235000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,49.0,245000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,1156.0,5780000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,4.0,20000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,13.0,65000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,45.0,225000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,46.0,230000.0
Perforated/bleeding ulcer,ACT,0.2,2022-23,ACT,Hospitals,2541.0,12705000.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,84.0,33600.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,129.0,51600.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,101.0,40400.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,302.0,120800.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,241.0,96400.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,39.0,15600.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,47.0,18800.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,49.0,19600.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,1156.0,462400.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,4.0,1600.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,13.0,5200.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,45.0,18000.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,46.0,18400.0
Urinary tract infections including pyelonephritis,ACT,2.5,2022-23,ACT,Hospitals,2541.0,1016400.0
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,84.0,7304.347826086957
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,129.0,11217.391304347826
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,101.0,8782.608695652174
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,302.0,26260.869565217392
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,241.0,20956.521739130436
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,39.0,3391.304347826087
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,47.0,4086.9565217391305
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,49.0,4260.869565217391
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,1156.0,100521.73913043478
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,4.0,347.82608695652175
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,13.0,1130.4347826086957
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,45.0,3913.0434782608695
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,46.0,4000.0
Total acute conditions(c),ACT,11.5,2022-23,ACT,Hospitals,2541.0,220956.52173913043
Angina,ACT,0.6,2022-23,ACT,Hospitals,84.0,140000.0
Angina,ACT,0.6,2022-23,ACT,Hospitals,129.0,215000.0
Angina,ACT,0.6,2022-23,ACT,Hospitals,101.0,168333.33333333334
Angina,ACT,0.6,2022-23,ACT,Hospitals,302.0,503333.3333333334
Angina,ACT,0.6,2022-23,ACT,Hospitals,241.0,401666.6666666667
Angina,ACT,0.6,2022-23,ACT,Hospitals,39.0,65000.0
Angina,ACT,0.6,2022-23,ACT,Hospitals,47.0,78333.33333333334
Angina,ACT,0.6,2022-23,ACT,Hospitals,49.0,81666.66666666667
Angina,ACT,0.6,2022-23,ACT,Hospitals,1156.0,1926666.6666666667
Angina,ACT,0.6,2022-23,ACT,Hospitals,4.0,6666.666666666667
Angina,ACT,0.6,2022-23,ACT,Hospitals,13.0,21666.666666666668
Angina,ACT,0.6,2022-23,ACT,Hospitals,45.0,75000.0
Angina,ACT,0.6,2022-23,ACT,Hospitals,46.0,76666.66666666667
Angina,ACT,0.6,2022-23,ACT,Hospitals,2541.0,4235000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,84.0,84000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,129.0,129000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,101.0,101000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,302.0,302000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,241.0,241000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,39.0,39000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,47.0,47000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,49.0,49000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,1156.0,1156000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,4.0,4000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,13.0,13000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,45.0,45000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,46.0,46000.0
Asthma,ACT,1.0,2022-23,ACT,Hospitals,2541.0,2541000.0
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,84.0,64615.38461538461
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,129.0,99230.76923076923
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,101.0,77692.30769230769
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,302.0,232307.6923076923
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,241.0,185384.61538461538
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,39.0,30000.0
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,47.0,36153.846153846156
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,49.0,37692.30769230769
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,1156.0,889230.7692307692
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,4.0,3076.9230769230767
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,13.0,10000.0
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,45.0,34615.38461538462
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,46.0,35384.61538461538
Chronic obstructive pulmonary disease,ACT,1.3,2022-23,ACT,Hospitals,2541.0,1954615.3846153845
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,84.0,49411.76470588236
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,129.0,75882.35294117648
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,101.0,59411.76470588236
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,302.0,177647.05882352943
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,241.0,141764.70588235295
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,39.0,22941.176470588234
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,47.0,27647.058823529413
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,49.0,28823.529411764706
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,1156.0,680000.0
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,4.0,2352.9411764705883
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,13.0,7647.058823529412
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,45.0,26470.58823529412
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,46.0,27058.823529411766
Congestive cardiac failure,ACT,1.7,2022-23,ACT,Hospitals,2541.0,1494705.8823529412
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,84.0,70000.0
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,129.0,107500.0
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,101.0,84166.66666666667
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,302.0,251666.6666666667
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,241.0,200833.33333333334
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,39.0,32500.0
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,47.0,39166.66666666667
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,49.0,40833.333333333336
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,1156.0,963333.3333333334
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,4.0,3333.3333333333335
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,13.0,10833.333333333334
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,45.0,37500.0
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,46.0,38333.333333333336
Diabetes complications,ACT,1.2,2022-23,ACT,Hospitals,2541.0,2117500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,84.0,210000.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,129.0,322500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,101.0,252500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,302.0,755000.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,241.0,602500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,39.0,97500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,47.0,117500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,49.0,122500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,1156.0,2890000.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,4.0,10000.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,13.0,32500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,45.0,112500.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,46.0,115000.0
Hypertension,ACT,0.4,2022-23,ACT,Hospitals,2541.0,6352500.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,84.0,52500.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,129.0,80625.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,101.0,63125.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,302.0,188750.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,241.0,150625.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,39.0,24375.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,47.0,29375.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,49.0,30625.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,1156.0,722500.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,4.0,2500.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,13.0,8125.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,45.0,28125.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,46.0,28750.0
Iron deficiency anaemia,ACT,1.6,2022-23,ACT,Hospitals,2541.0,1588125.0
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,84.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,129.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,101.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,302.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,241.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,39.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,47.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,49.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,1156.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,4.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,13.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,45.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,46.0,inf
Nutritional deficiencies,ACT,0.0,2022-23,ACT,Hospitals,2541.0,inf
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,84.0,840000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,129.0,1290000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,101.0,1010000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,302.0,3020000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,241.0,2410000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,39.0,390000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,47.0,470000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,49.0,490000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,1156.0,11560000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,4.0,40000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,13.0,130000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,45.0,450000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,46.0,460000.0
Rheumatic heart disease(d),ACT,0.1,2022-23,ACT,Hospitals,2541.0,25410000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,84.0,840000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,129.0,1290000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,101.0,1010000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,302.0,3020000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,241.0,2410000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,39.0,390000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,47.0,470000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,49.0,490000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,1156.0,11560000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,4.0,40000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,13.0,130000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,45.0,450000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,46.0,460000.0
Bronchiectasis,ACT,0.1,2022-23,ACT,Hospitals,2541.0,25410000.0
Total chronic conditions(c),ACT,8.0,2022-23,ACT,Hospitals,84.0,10500.0
Total chronic conditions(c),ACT,8.0,2022-23,ACT,Hospitals,129.0,16125.0
Total chronic conditions(c),ACT,8.0,2022-23,ACT,Hospitals,101.0,12625.0
