eSituation_09,DiagnosisCodeDescr
S95.81,Laceration of other blood vessels at ankle and foot level
S96,Injury of muscle and tendon at ankle and foot level
S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level
S96.201,"Unspecified injury of intrinsic muscle and tendon at ankle and foot level, right foot"
S96.822,"Laceration of other specified muscles and tendons at ankle and foot level, left foot"
S96.9,Injury of unspecified muscle and tendon at ankle and foot level
S96.901,"Unspecified injury of unspecified muscle and tendon at ankle and foot level, right foot"
S97,Crushing injury of ankle and foot
S97.0,Crushing injury of ankle
S97.02,Crushing injury of left ankle
S97.1,Crushing injury of toe
S97.101,Crushing injury of unspecified right toe(s)
S97.111,Crushing injury of right great toe
S97.12,Crushing injury of lesser toe(s)
S97.8,Crushing injury of foot
S97.80,Crushing injury of unspecified foot
S97.81,Crushing injury of right foot
S97.81XA,"Crushing injury of right foot, initial encounter"
S98.132,Complete traumatic amputation of one left lesser toe
S99.81,Other specified injuries of ankle
S99.811,Other specified injuries of right ankle
S99.82,Other specified injuries of foot
S99.821,Other specified injuries of right foot
S99.822,Other specified injuries of left foot
S99.9,Unspecified injury of ankle and foot
S99.91,Unspecified injury of ankle
S99.911,Unspecified injury of right ankle
S99.911A,"Unspecified injury of right ankle, initial encounter"
S99.912,Unspecified injury of left ankle
S99.912A,"Unspecified injury of left ankle, initial encounter"
S99.919,Unspecified injury of unspecified ankle
S99.919A,"Unspecified injury of unspecified ankle, initial encounter"
S99.92,Unspecified injury of foot
S99.921,Unspecified injury of right foot
S99.921A,"Unspecified injury of right foot, initial encounter"
S99.922,Unspecified injury of left foot
S99.922A,"Unspecified injury of left foot, initial encounter"
S99.929,Unspecified injury of unspecified foot
S99.929A,"Unspecified injury of unspecified foot, initial encounter"
T07,Unspecified multiple injuries
T07.XXXA,"Unspecified multiple injuries, initial encounter"
T14,Injury of unspecified body region
T14.8,Other injury of unspecified body region
T14.8XXA,"Other injury of unspecified body region, initial encounter"
T14.8XXD,"Other injury of unspecified body region, subsequent encounter"
T14.9,Unspecified injury
T14.90,"Injury, unspecified"
T14.90XA,"Injury, unspecified, initial encounter"
T14.90XD,"Injury, unspecified, subsequent encounter"
T14.90XS,"Injury, unspecified, sequela"
T14.91,Suicide attempt
T14.91XA,"Suicide attempt, initial encounter"
T14.91XD,"Suicide attempt, subsequent encounter"
T14.91XS,"Suicide attempt, sequela"
T15,Foreign body on external eye
T15.00,"Foreign body in cornea, unspecified eye"
T15.02,"Foreign body in cornea, left eye"
T15.80,"Foreign body in other and multiple parts of external eye, unspecified eye"
T15.90,"Foreign body on external eye, part unspecified, unspecified eye"
T15.92,"Foreign body on external eye, part unspecified, left eye"
T16,Foreign body in ear
T16.1,Foreign body in right ear
T16.9,"Foreign body in ear, unspecified ear"
T17,Foreign body in respiratory tract
T17.0,Foreign body in nasal sinus
T17.0XXA,"Foreign body in nasal sinus, initial encounter"
T17.1,Foreign body in nostril
T17.1XXA,"Foreign body in nostril, initial encounter"
T17.2,Foreign body in pharynx
T17.20,Unspecified foreign body in pharynx
T17.200,Unspecified foreign body in pharynx causing asphyxiation
T17.200A,"Unspecified foreign body in pharynx causing asphyxiation, initial encounter"
T17.208A,"Unspecified foreign body in pharynx causing other injury, initial encounter"
T17.22,Food in pharynx
T17.290,Other foreign object in pharynx causing asphyxiation
T17.298,Other foreign object in pharynx causing other injury
T17.3,Foreign body in larynx
T17.30,Unspecified foreign body in larynx
T17.300A,"Unspecified foreign body in larynx causing asphyxiation, initial encounter"
T17.32,Food in larynx
T17.320A,"Food in larynx causing asphyxiation, initial encounter"
T17.39,Other foreign object in larynx
T17.4,Foreign body in trachea
T17.40,Unspecified foreign body in trachea
T17.400,Unspecified foreign body in trachea causing asphyxiation
T17.400A,"Unspecified foreign body in trachea causing asphyxiation, initial encounter"
T17.408,Unspecified foreign body in trachea causing other injury
T17.408A,"Unspecified foreign body in trachea causing other injury, initial encounter"
T17.42,Food in trachea
T17.420,Food in trachea causing asphyxiation
T17.428,Food in trachea causing other injury
T17.49,Other foreign object in trachea
T17.490,Other foreign object in trachea causing asphyxiation
T17.498,Other foreign object in trachea causing other injury
T17.5,Foreign body in bronchus
T17.590,Other foreign object in bronchus causing asphyxiation
T17.8,Foreign body in other parts of respiratory tract
T17.80,Unspecified foreign body in other parts of respiratory tract
T17.800,Unspecified foreign body in other parts of respiratory tract causing asphyxiation
T17.800A,"Unspecified foreign body in other parts of respiratory tract causing asphyxiation, initial encounter"
T17.82,Food in other parts of respiratory tract
T17.820,Food in other parts of respiratory tract causing asphyxiation
T17.89,Other foreign object in other parts of respiratory tract
T17.890,Other foreign object in other parts of respiratory tract causing asphyxiation
T17.898,Other foreign object in other parts of respiratory tract causing other injury
T17.9,"Foreign body in respiratory tract, part unspecified"
T17.90,"Unspecified foreign body in respiratory tract, part unspecified"
T17.900,"Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation"
T17.900A,"Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation, initial encounter"
T17.908A,"Unspecified foreign body in respiratory tract, part unspecified causing other injury, initial encounter"
T17.910,"Gastric contents in respiratory tract, part unspecified causing asphyxiation"
T17.92,"Food in respiratory tract, part unspecified"
T17.920,"Food in respiratory tract, part unspecified causing asphyxiation"
T17.928,"Food in respiratory tract, part unspecified causing other injury"
T17.99,"Other foreign object in respiratory tract, part unspecified"
T17.990,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation"
T17.990A,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter"
T17.998A,"Other foreign object in respiratory tract, part unspecified causing other injury, initial encounter"
T18,Foreign body in alimentary tract
T18.0,Foreign body in mouth
T18.1,Foreign body in esophagus
T18.10,Unspecified foreign body in esophagus
T18.100,Unspecified foreign body in esophagus causing compression of trachea
T18.100A,"Unspecified foreign body in esophagus causing compression of trachea, initial encounter"
T18.12,Food in esophagus
T18.120,Food in esophagus causing compression of trachea
T18.120A,"Food in esophagus causing compression of trachea, initial encounter"
T18.128,Food in esophagus causing other injury
T18.128A,"Food in esophagus causing other injury, initial encounter"
T18.19,Other foreign object in esophagus
T18.190,Other foreign object in esophagus causing compression of trachea
T18.198,Other foreign object in esophagus causing other injury
T18.2,Foreign body in stomach
T18.5,Foreign body in anus and rectum
T18.9,"Foreign body of alimentary tract, part unspecified"
T18.9XXA,"Foreign body of alimentary tract, part unspecified, initial encounter"
T19,Foreign body in genitourinary tract
T19.2,Foreign body in vulva and vagina
T19.4,Foreign body in penis
T19.9,"Foreign body in genitourinary tract, part unspecified"
T20,"Burn and corrosion of head, face, and neck"
T20.0,"Burn of unspecified degree of head, face, and neck"
T20.00,"Burn of unspecified degree of head, face, and neck, unspecified site"
T20.00XA,"Burn of unspecified degree of head, face, and neck, unspecified site, initial encounter"
T20.011A,"Burn of unspecified degree of right ear [any part, except ear drum], initial encounter"
T20.02,Burn of unspecified degree of lip(s)
T20.03,Burn of unspecified degree of chin
T20.04,Burn of unspecified degree of nose (septum)
T20.05XA,"Burn of unspecified degree of scalp [any part], initial encounter"
T20.06,Burn of unspecified degree of forehead and cheek
T20.07XA,"Burn of unspecified degree of neck, initial encounter"
T20.09,"Burn of unspecified degree of multiple sites of head, face, and neck"
T20.1,"Burn of first degree of head, face, and neck"
T20.10,"Burn of first degree of head, face, and neck, unspecified site"
T20.10XD,"Burn of first degree of head, face, and neck, unspecified site, subsequent encounter"
T20.16,Burn of first degree of forehead and cheek
T20.17,Burn of first degree of neck
T20.2,"Burn of second degree of head, face, and neck"
T20.20,"Burn of second degree of head, face, and neck, unspecified site"
T20.20XA,"Burn of second degree of head, face, and neck, unspecified site, initial encounter"
T20.20XD,"Burn of second degree of head, face, and neck, unspecified site, subsequent encounter"
T20.20XS,"Burn of second degree of head, face, and neck, unspecified site, sequela"
T20.22,Burn of second degree of lip(s)
T20.23,Burn of second degree of chin
T20.27,Burn of second degree of neck
T20.3,"Burn of third degree of head, face, and neck"
T20.30,"Burn of third degree of head, face, and neck, unspecified site"
T20.37,Burn of third degree of neck
T20.46,Corrosion of unspecified degree of forehead and cheek
T21,Burn and corrosion of trunk
T21.0,Burn of unspecified degree of trunk
T21.00XA,"Burn of unspecified degree of trunk, unspecified site, initial encounter"
T21.01,Burn of unspecified degree of chest wall
T21.01XA,"Burn of unspecified degree of chest wall, initial encounter"
T21.03XA,"Burn of unspecified degree of upper back, initial encounter"
T21.04XA,"Burn of unspecified degree of lower back, initial encounter"
T21.05XA,"Burn of unspecified degree of buttock, initial encounter"
T21.09,Burn of unspecified degree of other site of trunk
T21.1,Burn of first degree of trunk
T21.10,"Burn of first degree of trunk, unspecified site"
T21.10XA,"Burn of first degree of trunk, unspecified site, initial encounter"
T21.11,Burn of first degree of chest wall
T21.12,Burn of first degree of abdominal wall
T21.2,Burn of second degree of trunk
T21.20,"Burn of second degree of trunk, unspecified site"
T21.20XA,"Burn of second degree of trunk, unspecified site, initial encounter"
T21.25,Burn of second degree of buttock
T21.26,Burn of second degree of male genital region
T21.3,Burn of third degree of trunk
T21.30,"Burn of third degree of trunk, unspecified site"
T21.30XA,"Burn of third degree of trunk, unspecified site, initial encounter"
T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
T22.03,Burn of unspecified degree of upper arm
T22.039A,"Burn of unspecified degree of unspecified upper arm, initial encounter"
T22.059A,"Burn of unspecified degree of unspecified shoulder, initial encounter"
T22.11,Burn of first degree of forearm
T22.111,Burn of first degree of right forearm
T22.13,Burn of first degree of upper arm
T22.131,Burn of first degree of right upper arm
T22.139,Burn of first degree of unspecified upper arm
T22.15,Burn of first degree of shoulder
T22.151,Burn of first degree of right shoulder
T22.159,Burn of first degree of unspecified shoulder
T22.20,"Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site"
T22.21,Burn of second degree of forearm
T22.23,Burn of second degree of upper arm
T22.239,Burn of second degree of unspecified upper arm
T22.24,Burn of second degree of axilla
T22.241,Burn of second degree of right axilla
T22.25,Burn of second degree of shoulder
T22.251,Burn of second degree of right shoulder
T22.291,"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand"
T22.30,"Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site"
T22.31,Burn of third degree of forearm
T22.33,Burn of third degree of upper arm
T22.339,Burn of third degree of unspecified upper arm
T22.35,Burn of third degree of shoulder
T22.391,"Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand"
T23,Burn and corrosion of wrist and hand
T23.0,Burn of unspecified degree of wrist and hand
T23.00,"Burn of unspecified degree of hand, unspecified site"
T23.001A,"Burn of unspecified degree of right hand, unspecified site, initial encounter"
T23.002A,"Burn of unspecified degree of left hand, unspecified site, initial encounter"
T23.009A,"Burn of unspecified degree of unspecified hand, unspecified site, initial encounter"
T23.10,"Burn of first degree of hand, unspecified site"
T23.101,"Burn of first degree of right hand, unspecified site"
T23.109,"Burn of first degree of unspecified hand, unspecified site"
T23.11,Burn of first degree of thumb (nail)
T23.12,Burn of first degree of single finger (nail) except thumb
T23.129,Burn of first degree of unspecified single finger (nail) except thumb
T23.139,"Burn of first degree of unspecified multiple fingers (nail), not including thumb"
T23.161,Burn of first degree of back of right hand
T23.162,Burn of first degree of back of left hand
T23.17,Burn of first degree of wrist
T23.179,Burn of first degree of unspecified wrist
T23.19,Burn of first degree of multiple sites of wrist and hand
T23.2,Burn of second degree of wrist and hand
T23.20,"Burn of second degree of hand, unspecified site"
T23.201,"Burn of second degree of right hand, unspecified site"
T23.209,"Burn of second degree of unspecified hand, unspecified site"
T23.21,Burn of second degree of thumb (nail)
T23.22,Burn of second degree of single finger (nail) except thumb
T23.229,Burn of second degree of unspecified single finger (nail) except thumb
T23.23,"Burn of second degree of multiple fingers (nail), not including thumb"
T23.239,"Burn of second degree of unspecified multiple fingers (nail), not including thumb"
T23.25,Burn of second degree of palm
T23.26,Burn of second degree of back of hand
T23.27,Burn of second degree of wrist
T23.279,Burn of second degree of unspecified wrist
T23.291,Burn of second degree of multiple sites of right wrist and hand
T23.292,Burn of second degree of multiple sites of left wrist and hand
T23.30,"Burn of third degree of hand, unspecified site"
T23.309,"Burn of third degree of unspecified hand, unspecified site"
T23.31,Burn of third degree of thumb (nail)
T23.32,Burn of third degree of single finger (nail) except thumb
T23.33,"Burn of third degree of multiple fingers (nail), not including thumb"
T23.37,Burn of third degree of wrist
T23.39,Burn of third degree of multiple sites of wrist and hand
T24,"Burn and corrosion of lower limb, except ankle and foot"
T24.0,"Burn of unspecified degree of lower limb, except ankle and foot"
T24.019A,"Burn of unspecified degree of unspecified thigh, initial encounter"
T24.03,Burn of unspecified degree of lower leg
T24.039A,"Burn of unspecified degree of unspecified lower leg, initial encounter"
T24.1,"Burn of first degree of lower limb, except ankle and foot"
T24.10,"Burn of first degree of unspecified site of lower limb, except ankle and foot"
T24.11,Burn of first degree of thigh
T24.119,Burn of first degree of unspecified thigh
T24.13,Burn of first degree of lower leg
T24.131,Burn of first degree of right lower leg
T24.132,Burn of first degree of left lower leg
T24.20,"Burn of second degree of unspecified site of lower limb, except ankle and foot"
T24.21,Burn of second degree of thigh
T24.219,Burn of second degree of unspecified thigh
T24.23,Burn of second degree of lower leg
T24.231,Burn of second degree of right lower leg
T24.291,"Burn of second degree of multiple sites of right lower limb, except ankle and foot"
T24.299,"Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot"
T24.31,Burn of third degree of thigh
T24.33,Burn of third degree of lower leg
T24.331,Burn of third degree of right lower leg
T25,Burn and corrosion of ankle and foot
T25.0,Burn of unspecified degree of ankle and foot
T25.029,Burn of unspecified degree of unspecified foot
T25.029A,"Burn of unspecified degree of unspecified foot, initial encounter"
T25.1,Burn of first degree of ankle and foot
T25.11,Burn of first degree of ankle
T25.12,Burn of first degree of foot
T25.121,Burn of first degree of right foot
T25.129,Burn of first degree of unspecified foot
T25.13,Burn of first degree of toe(s) (nail)
T25.21,Burn of second degree of ankle
T25.211,Burn of second degree of right ankle
T25.219,Burn of second degree of unspecified ankle
T25.22,Burn of second degree of foot
T25.221,Burn of second degree of right foot
T25.229,Burn of second degree of unspecified foot
T25.23,Burn of second degree of toe(s) (nail)
T25.291,Burn of second degree of multiple sites of right ankle and foot
T25.31,Burn of third degree of ankle
T25.32,Burn of third degree of foot
T25.329,Burn of third degree of unspecified foot
T25.33,Burn of third degree of toe(s) (nail)
T25.492,Corrosion of unspecified degree of multiple sites of left ankle and foot
T26,Burn and corrosion confined to eye and adnexa
T26.0,Burn of eyelid and periocular area
T26.4,"Burn of eye and adnexa, part unspecified"
T27,Burn and corrosion of respiratory tract
T27.0,Burn of larynx and trachea
T27.1,Burn involving larynx and trachea with lung
T27.2,Burn of other parts of respiratory tract
T27.3,"Burn of respiratory tract, part unspecified"
T28.0,Burn of mouth and pharynx
T28.0XXA,"Burn of mouth and pharynx, initial encounter"
T30,"Burn and corrosion, body region unspecified"
T30.0,"Burn of unspecified body region, unspecified degree"
T31,Burns classified according to extent of body surface involved
T31.0,Burns involving less than 10% of body surface
T31.1,Burns involving 10-19% of body surface
T31.10,Burns involving 10-19% of body surface with 0% to 9% third degree burns
T31.11,Burns involving 10-19% of body surface with 10-19% third degree burns
T31.2,Burns involving 20-29% of body surface
T31.20,Burns involving 20-29% of body surface with 0% to 9% third degree burns
T31.3,Burns involving 30-39% of body surface
T31.4,Burns involving 40-49% of body surface
T31.5,Burns involving 50-59% of body surface
T31.76,Burns involving 70-79% of body surface with 60-69% third degree burns
T31.9,Burns involving 90% or more of body surface
T33,Superficial frostbite
T33.5,"Superficial frostbite of wrist, hand, and fingers"
T33.521,Superficial frostbite of right hand
T33.53,Superficial frostbite of finger(s)
T33.829,Superficial frostbite of unspecified foot
T33.90,Superficial frostbite of unspecified sites
T33.90XA,"Superficial frostbite of unspecified sites, initial encounter"
T34,Frostbite with tissue necrosis
T34.53,Frostbite with tissue necrosis of finger(s)
T34.90,Frostbite with tissue necrosis of unspecified sites
T34.99XA,"Frostbite with tissue necrosis of other sites, initial encounter"
T36.5X2,"Poisoning by aminoglycosides, intentional self-harm"
T36.7X4,"Poisoning by antifungal antibiotics, systemically used, undetermined"
T36.95,Adverse effect of unspecified systemic antibiotic
T37.1X1A,"Poisoning by antimycobacterial drugs, accidental (unintentional), initial encounter"
T37.95,Adverse effect of unspecified systemic anti-infective and antiparasitic
T38.3X1,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional)"
T38.3X5,Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs
T38.3X5A,"Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter"
T38.5X4,"Poisoning by other estrogens and progestogens, undetermined"
T38.805,Adverse effect of unspecified hormones and synthetic substitutes
T39.012,"Poisoning by aspirin, intentional self-harm"
T39.094,"Poisoning by salicylates, undetermined"
T39.095,Adverse effect of salicylates
T39.392,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm"
T39.395,Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID]
T39.91,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, accidental (unintentional)"
T39.91XA,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, accidental (unintentional), initial encounter"
T39.92,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm"
T39.94,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, undetermined"
T39.95XA,"Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter"
T40,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens]"
T40.0X1A,"Poisoning by opium, accidental (unintentional), initial encounter"
T40.0X1D,"Poisoning by opium, accidental (unintentional), subsequent encounter"
T40.0X1S,"Poisoning by opium, accidental (unintentional), sequela"
T40.0X2,"Poisoning by opium, intentional self-harm"
T40.0X5,Adverse effect of opium
T40.1,Poisoning by and adverse effect of heroin
T40.1X,Poisoning by and adverse effect of heroin
T40.1X1,"Poisoning by heroin, accidental (unintentional)"
T40.1X1A,"Poisoning by heroin, accidental (unintentional), initial encounter"
T40.1X2,"Poisoning by heroin, intentional self-harm"
T40.1X4,"Poisoning by heroin, undetermined"
T40.1X4A,"Poisoning by heroin, undetermined, initial encounter"
T40.1X4S,"Poisoning by heroin, undetermined, sequela"
T40.2,"Poisoning by, adverse effect of and underdosing of other opioids"
T40.2X1,"Poisoning by other opioids, accidental (unintentional)"
T40.2X1A,"Poisoning by other opioids, accidental (unintentional), initial encounter"
T40.2X1S,"Poisoning by other opioids, accidental (unintentional), sequela"
T40.2X2S,"Poisoning by other opioids, intentional self-harm, sequela"
T40.2X4,"Poisoning by other opioids, undetermined"
T40.2X4A,"Poisoning by other opioids, undetermined, initial encounter"
T40.2X5,Adverse effect of other opioids
T40.3X1A,"Poisoning by methadone, accidental (unintentional), initial encounter"
T40.3X5,Adverse effect of methadone
T40.411,"Poisoning by fentanyl or fentanyl analogs, accidental (unintentional)"
T40.412,"Poisoning by fentanyl or fentanyl analogs, intentional self-harm"
T40.491D,"Poisoning by other synthetic narcotics, accidental (unintentional), subsequent encounter"
T40.492,"Poisoning by other synthetic narcotics, intentional self-harm"
T40.494,"Poisoning by other synthetic narcotics, undetermined"
T40.494S,"Poisoning by other synthetic narcotics, undetermined, sequela"
T40.5,"Poisoning by, adverse effect of and underdosing of cocaine"
T40.5X4A,"Poisoning by cocaine, undetermined, initial encounter"
T40.5X5,Adverse effect of cocaine
T40.6,"Poisoning by, adverse effect of and underdosing of other and unspecified narcotics"
T40.60,"Poisoning by, adverse effect of and underdosing of unspecified narcotics"
T40.601,"Poisoning by unspecified narcotics, accidental (unintentional)"
T40.601A,"Poisoning by unspecified narcotics, accidental (unintentional), initial encounter"
T40.602,"Poisoning by unspecified narcotics, intentional self-harm"
T40.602A,"Poisoning by unspecified narcotics, intentional self-harm, initial encounter"
T40.603A,"Poisoning by unspecified narcotics, assault, initial encounter"
T40.604,"Poisoning by unspecified narcotics, undetermined"
T40.604A,"Poisoning by unspecified narcotics, undetermined, initial encounter"
T40.604S,"Poisoning by unspecified narcotics, undetermined, sequela"
T40.605,Adverse effect of unspecified narcotics
T40.69,"Poisoning by, adverse effect of and underdosing of other narcotics"
T40.691,"Poisoning by other narcotics, accidental (unintentional)"
T40.692,"Poisoning by other narcotics, intentional self-harm"
T40.694A,"Poisoning by other narcotics, undetermined, initial encounter"
T40.695,Adverse effect of other narcotics
T40.695A,"Adverse effect of other narcotics, initial encounter"
T40.7,"Poisoning by, adverse effect of and underdosing of cannabis (derivatives)"
T40.711,"Poisoning by cannabis, accidental (unintentional)"
T40.715,Adverse effect of cannabis
T40.8,Poisoning by and adverse effect of lysergide [LSD]
T40.9,"Poisoning by, adverse effect of and underdosing of other and unspecified psychodysleptics [hallucinogens]"
T40.905,Adverse effect of unspecified psychodysleptics [hallucinogens]
T40.906,Underdosing of unspecified psychodysleptics [hallucinogens]
T40.992,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm"
T40.994A,"Poisoning by other psychodysleptics [hallucinogens], undetermined, initial encounter"
T40.995,Adverse effect of other psychodysleptics [hallucinogens]
T41.0X1,"Poisoning by inhaled anesthetics, accidental (unintentional)"
T41.202,"Poisoning by unspecified general anesthetics, intentional self-harm"
T41.205,Adverse effect of unspecified general anesthetics
T41.292,"Poisoning by other general anesthetics, intentional self-harm"
T42.3X5,Adverse effect of barbiturates
T42.4X2,"Poisoning by benzodiazepines, intentional self-harm"
T42.4X2A,"Poisoning by benzodiazepines, intentional self-harm, initial encounter"
T42.4X4,"Poisoning by benzodiazepines, undetermined"
T42.4X5,Adverse effect of benzodiazepines
T42.74,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined"
T42.75,Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs
T43.201,"Poisoning by unspecified antidepressants, accidental (unintentional)"
T43.202,"Poisoning by unspecified antidepressants, intentional self-harm"
T43.205,Adverse effect of unspecified antidepressants
T43.292,"Poisoning by other antidepressants, intentional self-harm"
T43.292A,"Poisoning by other antidepressants, intentional self-harm, initial encounter"
T43.294,"Poisoning by other antidepressants, undetermined"
T43.295,Adverse effect of other antidepressants
T43.3X5,Adverse effect of phenothiazine antipsychotics and neuroleptics
T43.4X6,Underdosing of butyrophenone and thiothixene neuroleptics
T43.506,Underdosing of unspecified antipsychotics and neuroleptics
T43.591,"Poisoning by other antipsychotics and neuroleptics, accidental (unintentional)"
T43.592,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm"
T43.595,Adverse effect of other antipsychotics and neuroleptics
T43.605,Adverse effect of unspecified psychostimulants
T43.615,Adverse effect of caffeine
T43.621,"Poisoning by amphetamines, accidental (unintentional)"
T43.622,"Poisoning by amphetamines, intentional self-harm"
T43.623,"Poisoning by amphetamines, assault"
T43.624,"Poisoning by amphetamines, undetermined"
T43.624A,"Poisoning by amphetamines, undetermined, initial encounter"
T43.625,Adverse effect of amphetamines
T43.635,Adverse effect of methylphenidate
T43.655A,"Adverse effect of methamphetamines, initial encounter"
T43.692,"Poisoning by other psychostimulants, intentional self-harm"
T43.695,Adverse effect of other psychostimulants
T43.8X5,Adverse effect of other psychotropic drugs
T43.91,"Poisoning by unspecified psychotropic drug, accidental (unintentional)"
T43.94,"Poisoning by unspecified psychotropic drug, undetermined"
T43.94XA,"Poisoning by unspecified psychotropic drug, undetermined, initial encounter"
T43.95,Adverse effect of unspecified psychotropic drug
T43.96,Underdosing of unspecified psychotropic drug
T44.3X5,Adverse effect of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
T44.6X2,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm"
T44.901,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, accidental (unintentional)"
T44.905,Adverse effect of unspecified drugs primarily affecting the autonomic nervous system
T44.991,"Poisoning by other drug primarily affecting the autonomic nervous system, accidental (unintentional)"
T44.991A,"Poisoning by other drug primarily affecting the autonomic nervous system, accidental (unintentional), initial encounter"
T44.992A,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, initial encounter"
T44.994,"Poisoning by other drug primarily affecting the autonomic nervous system, undetermined"
T44.994A,"Poisoning by other drug primarily affecting the autonomic nervous system, undetermined, initial encounter"
T44.995,Adverse effect of other drug primarily affecting the autonomic nervous system
T45.0X1,"Poisoning by antiallergic and antiemetic drugs, accidental (unintentional)"
T45.0X2A,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter"
T45.0X5A,"Adverse effect of antiallergic and antiemetic drugs, initial encounter"
T45.3X5,Adverse effect of enzymes
T45.512,"Poisoning by anticoagulants, intentional self-harm"
T45.515,Adverse effect of anticoagulants
T45.622,"Poisoning by hemostatic drug, intentional self-harm"
T45.8X5,Adverse effect of other primarily systemic and hematological agents
T45.95,Adverse effect of unspecified primarily systemic and hematological agent
T46.0X5A,"Adverse effect of cardiac-stimulant glycosides and drugs of similar action, initial encounter"
T46.1X4,"Poisoning by calcium-channel blockers, undetermined"
T46.1X5,Adverse effect of calcium-channel blockers
T46.1X6,Underdosing of calcium-channel blockers
T46.905A,"Adverse effect of unspecified agents primarily affecting the cardiovascular system, initial encounter"
T47.8X2,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm"
T47.95,Adverse effect of unspecified agents primarily affecting the gastrointestinal system
T48.202,"Poisoning by unspecified drugs acting on muscles, intentional self-harm"
T48.292,"Poisoning by other drugs acting on muscles, intentional self-harm"
T48.901,"Poisoning by unspecified agents primarily acting on the respiratory system, accidental (unintentional)"
T48.905,Adverse effect of unspecified agents primarily acting on the respiratory system
T48.991,"Poisoning by other agents primarily acting on the respiratory system, accidental (unintentional)"
T48.994,"Poisoning by other agents primarily acting on the respiratory system, undetermined"
T48.995,Adverse effect of other agents primarily acting on the respiratory system
T49.95,Adverse effect of unspecified topical agent
T50,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances"
T50.0,"Poisoning by, adverse effect of and underdosing of mineralocorticoids and their antagonists"
T50.5X3,"Poisoning by appetite depressants, assault"
T50.7X2,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm"
T50.7X4A,"Poisoning by analeptics and opioid receptor antagonists, undetermined, initial encounter"
T50.9,"Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
T50.90,"Poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances"
T50.901,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional)"
T50.901A,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.902,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm"
T50.902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter"
T50.903A,"Poisoning by unspecified drugs, medicaments and biological substances, assault, initial encounter"
T50.904,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined"
T50.904A,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, initial encounter"
T50.904S,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, sequela"
T50.905,"Adverse effect of unspecified drugs, medicaments and biological substances"
T50.905A,"Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter"
T50.91,"Poisoning by, adverse effect of and underdosing of multiple unspecified drugs, medicaments and biological substances"
T50.911,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional)"
T50.911A,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.912,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm"
T50.914,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined"
