eSituation_11,DiagnosisCodeDescr
T50.994,"Poisoning by other drugs, medicaments and biological substances, undetermined"
T50.994A,"Poisoning by other drugs, medicaments and biological substances, undetermined, initial encounter"
T50.995,"Adverse effect of other drugs, medicaments and biological substances"
T50.995A,"Adverse effect of other drugs, medicaments and biological substances, initial encounter"
T50.Z94A,"Poisoning by other vaccines and biological substances, undetermined, initial encounter"
T50.Z95,Adverse effect of other vaccines and biological substances
T50.Z95A,"Adverse effect of other vaccines and biological substances, initial encounter"
T51,Toxic effect of alcohol
T51.0,Toxic effect of ethanol
T51.0X1A,"Toxic effect of ethanol, accidental (unintentional), initial encounter"
T51.0X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter"
T51.0X4,"Toxic effect of ethanol, undetermined"
T51.0X4A,"Toxic effect of ethanol, undetermined, initial encounter"
T51.1X1,"Toxic effect of methanol, accidental (unintentional)"
T51.8X1A,"Toxic effect of other alcohols, accidental (unintentional), initial encounter"
T51.8X1S,"Toxic effect of other alcohols, accidental (unintentional), sequela"
T51.8X4,"Toxic effect of other alcohols, undetermined"
T51.9,Toxic effect of unspecified alcohol
T51.91XA,"Toxic effect of unspecified alcohol, accidental (unintentional), initial encounter"
T51.92XA,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter"
T51.93XA,"Toxic effect of unspecified alcohol, assault, initial encounter"
T51.94,"Toxic effect of unspecified alcohol, undetermined"
T51.94XA,"Toxic effect of unspecified alcohol, undetermined, initial encounter"
T52.4X1A,"Toxic effect of ketones, accidental (unintentional), initial encounter"
T52.8X4,"Toxic effect of other organic solvents, undetermined"
T52.94XA,"Toxic effect of unspecified organic solvent, undetermined, initial encounter"
T54,Toxic effect of corrosive substances
T54.3X1A,"Toxic effect of corrosive alkalis and alkali-like substances, accidental (unintentional), initial encounter"
T54.91XA,"Toxic effect of unspecified corrosive substance, accidental (unintentional), initial encounter"
T54.92,"Toxic effect of unspecified corrosive substance, intentional self-harm"
T54.94XA,"Toxic effect of unspecified corrosive substance, undetermined, initial encounter"
T55.0,Toxic effect of soaps
T55.0X2A,"Toxic effect of soaps, intentional self-harm, initial encounter"
T55.1X1A,"Toxic effect of detergents, accidental (unintentional), initial encounter"
T55.1X2A,"Toxic effect of detergents, intentional self-harm, initial encounter"
T55.1X4A,"Toxic effect of detergents, undetermined, initial encounter"
T56.894A,"Toxic effect of other metals, undetermined, initial encounter"
T56.92,"Toxic effect of unspecified metal, intentional self-harm"
T57.1,Toxic effect of phosphorus and its compounds
T57.9,Toxic effect of unspecified inorganic substance
T57.91,"Toxic effect of unspecified inorganic substance, accidental (unintentional)"
T57.91XA,"Toxic effect of unspecified inorganic substance, accidental (unintentional), initial encounter"
T57.92XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter"
T57.93XA,"Toxic effect of unspecified inorganic substance, assault, initial encounter"
T57.94XA,"Toxic effect of unspecified inorganic substance, undetermined, initial encounter"
T58,Toxic effect of carbon monoxide
T58.0,Toxic effect of carbon monoxide from motor vehicle exhaust
T58.01,"Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional)"
T58.01XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, accidental (unintentional), initial encounter"
T58.02XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter"
T58.11,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional)"
T58.11XA,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional), initial encounter"
T58.13,"Toxic effect of carbon monoxide from utility gas, assault"
T58.14XA,"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter"
T58.2,Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels
T58.8,Toxic effect of carbon monoxide from other source
T58.8X,Toxic effect of carbon monoxide from other source
T58.8X1,"Toxic effect of carbon monoxide from other source, accidental (unintentional)"
T58.8X1A,"Toxic effect of carbon monoxide from other source, accidental (unintentional), initial encounter"
T58.8X2,"Toxic effect of carbon monoxide from other source, intentional self-harm"
T58.8X4,"Toxic effect of carbon monoxide from other source, undetermined"
T58.8X4A,"Toxic effect of carbon monoxide from other source, undetermined, initial encounter"
T58.9,Toxic effect of carbon monoxide from unspecified source
T58.91,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional)"
T58.91XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter"
T58.93,"Toxic effect of carbon monoxide from unspecified source, assault"
T58.94,"Toxic effect of carbon monoxide from unspecified source, undetermined"
T58.94XA,"Toxic effect of carbon monoxide from unspecified source, undetermined, initial encounter"
T59.0X1,"Toxic effect of nitrogen oxides, accidental (unintentional)"
T59.3X3,"Toxic effect of lacrimogenic gas, assault"
T59.4,Toxic effect of chlorine gas
T59.5X1A,"Toxic effect of fluorine gas and hydrogen fluoride, accidental (unintentional), initial encounter"
T59.7,Toxic effect of carbon dioxide
T59.7X1,"Toxic effect of carbon dioxide, accidental (unintentional)"
T59.7X1A,"Toxic effect of carbon dioxide, accidental (unintentional), initial encounter"
T59.7X4A,"Toxic effect of carbon dioxide, undetermined, initial encounter"
T59.81,Toxic effect of smoke
T59.811,"Toxic effect of smoke, accidental (unintentional)"
T59.811A,"Toxic effect of smoke, accidental (unintentional), initial encounter"
T59.812A,"Toxic effect of smoke, intentional self-harm, initial encounter"
T59.814,"Toxic effect of smoke, undetermined"
T59.814A,"Toxic effect of smoke, undetermined, initial encounter"
T59.891,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional)"
T59.891A,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.892,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm"
T59.892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter"
T59.893,"Toxic effect of other specified gases, fumes and vapors, assault"
T59.893A,"Toxic effect of other specified gases, fumes and vapors, assault, initial encounter"
T59.894,"Toxic effect of other specified gases, fumes and vapors, undetermined"
T59.894A,"Toxic effect of other specified gases, fumes and vapors, undetermined, initial encounter"
T59.9,"Toxic effect of unspecified gases, fumes and vapors"
T59.91,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional)"
T59.91XA,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.92XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter"
T59.93XA,"Toxic effect of unspecified gases, fumes and vapors, assault, initial encounter"
T59.94,"Toxic effect of unspecified gases, fumes and vapors, undetermined"
T59.94XA,"Toxic effect of unspecified gases, fumes and vapors, undetermined, initial encounter"
T60,Toxic effect of pesticides
T60.0,Toxic effect of organophosphate and carbamate insecticides
T60.0X1,"Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional)"
T60.0X1A,"Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional), initial encounter"
T60.0X4A,"Toxic effect of organophosphate and carbamate insecticides, undetermined, initial encounter"
T60.91XA,"Toxic effect of unspecified pesticide, accidental (unintentional), initial encounter"
T61.77,Other fish poisoning
T61.781,"Other shellfish poisoning, accidental (unintentional)"
T61.784,"Other shellfish poisoning, undetermined"
T61.8X1,"Toxic effect of other seafood, accidental (unintentional)"
T62.0,Toxic effect of ingested mushrooms
T62.0X,Toxic effect of ingested mushrooms
T62.0X1A,"Toxic effect of ingested mushrooms, accidental (unintentional), initial encounter"
T62.0X4,"Toxic effect of ingested mushrooms, undetermined"
T62.2X1,"Toxic effect of other ingested (parts of) plant(s), accidental (unintentional)"
T62.2X4,"Toxic effect of other ingested (parts of) plant(s), undetermined"
T62.8X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter"
T62.8X4,"Toxic effect of other specified noxious substances eaten as food, undetermined"
T62.8X4A,"Toxic effect of other specified noxious substances eaten as food, undetermined, initial encounter"
T62.91XA,"Toxic effect of unspecified noxious substance eaten as food, accidental (unintentional), initial encounter"
T62.92XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter"
T62.94XA,"Toxic effect of unspecified noxious substance eaten as food, undetermined, initial encounter"
T63,Toxic effect of contact with venomous animals and plants
T63.0,Toxic effect of snake venom
T63.00,Toxic effect of unspecified snake venom
T63.001,"Toxic effect of unspecified snake venom, accidental (unintentional)"
T63.001A,"Toxic effect of unspecified snake venom, accidental (unintentional), initial encounter"
T63.003,"Toxic effect of unspecified snake venom, assault"
T63.004,"Toxic effect of unspecified snake venom, undetermined"
T63.004A,"Toxic effect of unspecified snake venom, undetermined, initial encounter"
T63.004S,"Toxic effect of unspecified snake venom, undetermined, sequela"
T63.01,Toxic effect of rattlesnake venom
T63.011,"Toxic effect of rattlesnake venom, accidental (unintentional)"
T63.011A,"Toxic effect of rattlesnake venom, accidental (unintentional), initial encounter"
T63.014,"Toxic effect of rattlesnake venom, undetermined"
T63.014A,"Toxic effect of rattlesnake venom, undetermined, initial encounter"
T63.061A,"Toxic effect of venom of other North and South American snake, accidental (unintentional), initial encounter"
T63.064,"Toxic effect of venom of other North and South American snake, undetermined"
T63.093,"Toxic effect of venom of other snake, assault"
T63.094,"Toxic effect of venom of other snake, undetermined"
T63.191,"Toxic effect of venom of other reptiles, accidental (unintentional)"
T63.2,Toxic effect of venom of scorpion
T63.3,Toxic effect of venom of spider
T63.30,Toxic effect of unspecified spider venom
T63.301A,"Toxic effect of unspecified spider venom, accidental (unintentional), initial encounter"
T63.304,"Toxic effect of unspecified spider venom, undetermined"
T63.304A,"Toxic effect of unspecified spider venom, undetermined, initial encounter"
T63.304S,"Toxic effect of unspecified spider venom, undetermined, sequela"
T63.311A,"Toxic effect of venom of black widow spider, accidental (unintentional), initial encounter"
T63.394,"Toxic effect of venom of other spider, undetermined"
T63.4,Toxic effect of venom of other arthropods
T63.411A,"Toxic effect of venom of centipedes and venomous millipedes, accidental (unintentional), initial encounter"
T63.421A,"Toxic effect of venom of ants, accidental (unintentional), initial encounter"
T63.424A,"Toxic effect of venom of ants, undetermined, initial encounter"
T63.44,Toxic effect of venom of bees
T63.441,"Toxic effect of venom of bees, accidental (unintentional)"
T63.441A,"Toxic effect of venom of bees, accidental (unintentional), initial encounter"
T63.443,"Toxic effect of venom of bees, assault"
T63.444,"Toxic effect of venom of bees, undetermined"
T63.444A,"Toxic effect of venom of bees, undetermined, initial encounter"
T63.454A,"Toxic effect of venom of hornets, undetermined, initial encounter"
T63.46,Toxic effect of venom of wasps
T63.461,"Toxic effect of venom of wasps, accidental (unintentional)"
T63.461A,"Toxic effect of venom of wasps, accidental (unintentional), initial encounter"
T63.463,"Toxic effect of venom of wasps, assault"
T63.464,"Toxic effect of venom of wasps, undetermined"
T63.464A,"Toxic effect of venom of wasps, undetermined, initial encounter"
T63.481,"Toxic effect of venom of other arthropod, accidental (unintentional)"
T63.481A,"Toxic effect of venom of other arthropod, accidental (unintentional), initial encounter"
T63.484A,"Toxic effect of venom of other arthropod, undetermined, initial encounter"
T63.51,Toxic effect of contact with stingray
T63.511A,"Toxic effect of contact with stingray, accidental (unintentional), initial encounter"
T63.514A,"Toxic effect of contact with stingray, undetermined, initial encounter"
T63.594A,"Toxic effect of contact with other venomous fish, undetermined, initial encounter"
T63.62,Toxic effect of contact with other jellyfish
T63.623,"Toxic effect of contact with other jellyfish, assault"
T63.624A,"Toxic effect of contact with other jellyfish, undetermined, initial encounter"
T63.691,"Toxic effect of contact with other venomous marine animals, accidental (unintentional)"
T63.694A,"Toxic effect of contact with other venomous marine animals, undetermined, initial encounter"
T63.71,Toxic effect of contact with venomous marine plant
T63.714A,"Toxic effect of contact with venomous marine plant, undetermined, initial encounter"
T63.794A,"Toxic effect of contact with other venomous plant, undetermined, initial encounter"
T63.8,Toxic effect of contact with other venomous animals
T63.89,Toxic effect of contact with other venomous animals
T63.891,"Toxic effect of contact with other venomous animals, accidental (unintentional)"
T63.891A,"Toxic effect of contact with other venomous animals, accidental (unintentional), initial encounter"
T63.893A,"Toxic effect of contact with other venomous animals, assault, initial encounter"
T63.894,"Toxic effect of contact with other venomous animals, undetermined"
T63.9,Toxic effect of contact with unspecified venomous animal
T63.91,"Toxic effect of contact with unspecified venomous animal, accidental (unintentional)"
T63.91XA,"Toxic effect of contact with unspecified venomous animal, accidental (unintentional), initial encounter"
T63.93,"Toxic effect of contact with unspecified venomous animal, assault"
T63.93XA,"Toxic effect of contact with unspecified venomous animal, assault, initial encounter"
T63.93XD,"Toxic effect of contact with unspecified venomous animal, assault, subsequent encounter"
T63.94,"Toxic effect of contact with unspecified venomous animal, undetermined"
T63.94XA,"Toxic effect of contact with unspecified venomous animal, undetermined, initial encounter"
T64.83,"Toxic effect of other mycotoxin food contaminants, assault"
T65,Toxic effect of other and unspecified substances
T65.29,Toxic effect of other tobacco and nicotine
T65.89,Toxic effect of other specified substances
T65.891A,"Toxic effect of other specified substances, accidental (unintentional), initial encounter"
T65.892A,"Toxic effect of other specified substances, intentional self-harm, initial encounter"
T65.893,"Toxic effect of other specified substances, assault"
T65.893A,"Toxic effect of other specified substances, assault, initial encounter"
T65.894,"Toxic effect of other specified substances, undetermined"
T65.894A,"Toxic effect of other specified substances, undetermined, initial encounter"
T65.9,Toxic effect of unspecified substance
T65.91,"Toxic effect of unspecified substance, accidental (unintentional)"
T65.91XA,"Toxic effect of unspecified substance, accidental (unintentional), initial encounter"
T65.92,"Toxic effect of unspecified substance, intentional self-harm"
T65.92XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter"
T65.92XS,"Toxic effect of unspecified substance, intentional self-harm, sequela"
T65.93,"Toxic effect of unspecified substance, assault"
T65.94,"Toxic effect of unspecified substance, undetermined"
T65.94XA,"Toxic effect of unspecified substance, undetermined, initial encounter"
T65.94XD,"Toxic effect of unspecified substance, undetermined, subsequent encounter"
T65.94XS,"Toxic effect of unspecified substance, undetermined, sequela"
T66,"Radiation sickness, unspecified"
T66.XXXA,"Radiation sickness, unspecified, initial encounter"
T67,Effects of heat and light
T67.0,Heatstroke and sunstroke
T67.01,Heatstroke and sunstroke
T67.01XA,"Heatstroke and sunstroke, initial encounter"
T67.02,Exertional heatstroke
T67.02XA,"Exertional heatstroke, initial encounter"
T67.09,Other heatstroke and sunstroke
T67.09XA,"Other heatstroke and sunstroke, initial encounter"
T67.1,Heat syncope
T67.1XXA,"Heat syncope, initial encounter"
T67.2,Heat cramp
T67.2XXA,"Heat cramp, initial encounter"
T67.3,"Heat exhaustion, anhydrotic"
T67.3XXA,"Heat exhaustion, anhydrotic, initial encounter"
T67.4,Heat exhaustion due to salt depletion
T67.4XXA,"Heat exhaustion due to salt depletion, initial encounter"
T67.5,"Heat exhaustion, unspecified"
T67.5XXA,"Heat exhaustion, unspecified, initial encounter"
T67.5XXD,"Heat exhaustion, unspecified, subsequent encounter"
T67.5XXS,"Heat exhaustion, unspecified, sequela"
T67.6,"Heat fatigue, transient"
T67.6XXA,"Heat fatigue, transient, initial encounter"
T67.7,Heat edema
T67.7XXA,"Heat edema, initial encounter"
T67.8,Other effects of heat and light
T67.8XXA,"Other effects of heat and light, initial encounter"
T67.9,"Effect of heat and light, unspecified"
T67.9XXA,"Effect of heat and light, unspecified, initial encounter"
T67.9XXS,"Effect of heat and light, unspecified, sequela"
T68,Hypothermia
T68.XXXA,"Hypothermia, initial encounter"
T68.XXXD,"Hypothermia, subsequent encounter"
T69,Other effects of reduced temperature
T69.011A,"Immersion hand, right hand, initial encounter"
T69.1,Chilblains
T69.8,Other specified effects of reduced temperature
T69.8XXA,"Other specified effects of reduced temperature, initial encounter"
T69.9,"Effect of reduced temperature, unspecified"
T69.9XXA,"Effect of reduced temperature, unspecified, initial encounter"
T70,Effects of air pressure and water pressure
T70.1,Sinus barotrauma
T70.2,Other and unspecified effects of high altitude
T70.20,Unspecified effects of high altitude
T70.29,Other effects of high altitude
T70.29XA,"Other effects of high altitude, initial encounter"
T70.29XS,"Other effects of high altitude, sequela"
T70.3,Caisson disease [decompression sickness]
T70.3XXA,"Caisson disease [decompression sickness], initial encounter"
T70.4,Effects of high-pressure fluids
T70.8,Other effects of air pressure and water pressure
T70.9,"Effect of air pressure and water pressure, unspecified"
T71,Asphyxiation
T71.1,Asphyxiation due to mechanical threat to breathing
T71.111A,"Asphyxiation due to smothering under pillow, accidental, initial encounter"
T71.134D,"Asphyxiation due to being trapped in bed linens, undetermined, subsequent encounter"
T71.16,Asphyxiation due to hanging
T71.161,"Asphyxiation due to hanging, accidental"
T71.161A,"Asphyxiation due to hanging, accidental, initial encounter"
T71.162,"Asphyxiation due to hanging, intentional self-harm"
T71.162A,"Asphyxiation due to hanging, intentional self-harm, initial encounter"
T71.163,"Asphyxiation due to hanging, assault"
T71.164A,"Asphyxiation due to hanging, undetermined, initial encounter"
T71.19,Asphyxiation due to mechanical threat to breathing due to other causes
T71.191,"Asphyxiation due to mechanical threat to breathing due to other causes, accidental"
T71.193,"Asphyxiation due to mechanical threat to breathing due to other causes, assault"
T71.194,"Asphyxiation due to mechanical threat to breathing due to other causes, undetermined"
T71.2,Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air
T71.20,Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air due to unspecified cause
T71.20XA,"Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air due to unspecified cause, initial encounter"
T71.21,Asphyxiation due to cave-in or falling earth
T71.23,Asphyxiation due to being trapped in a (discarded) refrigerator
T71.29,Asphyxiation due to being trapped in other low oxygen environment
T71.9,Asphyxiation due to unspecified cause
T71.9XXA,"Asphyxiation due to unspecified cause, initial encounter"
T73.0,Starvation
T73.0XXA,"Starvation, initial encounter"
T73.1,Deprivation of water
T73.2,Exhaustion due to exposure
T73.3,Exhaustion due to excessive exertion
T73.3XXA,"Exhaustion due to excessive exertion, initial encounter"
T74,"Adult and child abuse, neglect and other maltreatment, confirmed"
T74.0,"Neglect or abandonment, confirmed"
T74.01,"Adult neglect or abandonment, confirmed"
T74.01XA,"Adult neglect or abandonment, confirmed, initial encounter"
T74.02,"Child neglect or abandonment, confirmed"
T74.02XA,"Child neglect or abandonment, confirmed, initial encounter"
T74.1,"Physical abuse, confirmed"
T74.11,"Adult physical abuse, confirmed"
T74.11XA,"Adult physical abuse, confirmed, initial encounter"
T74.11XD,"Adult physical abuse, confirmed, subsequent encounter"
T74.12,"Child physical abuse, confirmed"
T74.12XA,"Child physical abuse, confirmed, initial encounter"
T74.2,"Sexual abuse, confirmed"
T74.21,"Adult sexual abuse, confirmed"
T74.21XA,"Adult sexual abuse, confirmed, initial encounter"
T74.22,"Child sexual abuse, confirmed"
T74.22XA,"Child sexual abuse, confirmed, initial encounter"
T74.31,"Adult psychological abuse, confirmed"
T74.32XA,"Child psychological abuse, confirmed, initial encounter"
T74.4,Shaken infant syndrome
T74.4XXA,"Shaken infant syndrome, initial encounter"
T74.51XA,"Adult forced sexual exploitation, confirmed, initial encounter"
T74.52XA,"Child sexual exploitation, confirmed, initial encounter"
T74.9,"Unspecified maltreatment, confirmed"
T74.91XA,"Unspecified adult maltreatment, confirmed, initial encounter"
T74.92,"Unspecified child maltreatment, confirmed"
T74.92XA,"Unspecified child maltreatment, confirmed, initial encounter"
T75.0,Effects of lightning
T75.00,Unspecified effects of lightning
T75.00XA,"Unspecified effects of lightning, initial encounter"
T75.01XA,"Shock due to being struck by lightning, initial encounter"
T75.01XS,"Shock due to being struck by lightning, sequela"
T75.09,Other effects of lightning
T75.1,Unspecified effects of drowning and nonfatal submersion
T75.1XXA,"Unspecified effects of drowning and nonfatal submersion, initial encounter"
T75.3,Motion sickness
T75.3XXA,"Motion sickness, initial encounter"
T75.4,Electrocution
T75.4XXA,"Electrocution, initial encounter"
T75.89XA,"Other specified effects of external causes, initial encounter"
T76,"Adult and child abuse, neglect and other maltreatment, suspected"
T76.0,"Neglect or abandonment, suspected"
T76.01,"Adult neglect or abandonment, suspected"
T76.01XA,"Adult neglect or abandonment, suspected, initial encounter"
T76.02,"Child neglect or abandonment, suspected"
T76.02XA,"Child neglect or abandonment, suspected, initial encounter"
T76.02XD,"Child neglect or abandonment, suspected, subsequent encounter"
T76.1,"Physical abuse, suspected"
T76.11,"Adult physical abuse, suspected"
T76.11XA,"Adult physical abuse, suspected, initial encounter"
T76.12,"Child physical abuse, suspected"
T76.12XA,"Child physical abuse, suspected, initial encounter"
T76.2,"Sexual abuse, suspected"
T76.21,"Adult sexual abuse, suspected"
T76.21XA,"Adult sexual abuse, suspected, initial encounter"
T76.22,"Child sexual abuse, suspected"
T76.22XA,"Child sexual abuse, suspected, initial encounter"
T76.22XS,"Child sexual abuse, suspected, sequela"
T76.31,"Adult psychological abuse, suspected"
T76.31XA,"Adult psychological abuse, suspected, initial encounter"
T76.32XA,"Child psychological abuse, suspected, initial encounter"
T76.32XD,"Child psychological abuse, suspected, subsequent encounter"
T76.5,"Forced sexual exploitation, suspected"
T76.51,"Adult forced sexual exploitation, suspected"
T76.52,"Child sexual exploitation, suspected"
T76.6,"Forced labor exploitation, suspected"
T76.61,"Adult forced labor exploitation, suspected"
T76.61XD,"Adult forced labor exploitation, suspected, subsequent encounter"
T76.62,"Child forced labor exploitation, suspected"
T76.9,"Unspecified maltreatment, suspected"
T76.91,"Unspecified adult maltreatment, suspected"
T76.91XA,"Unspecified adult maltreatment, suspected, initial encounter"
T76.92,"Unspecified child maltreatment, suspected"
T76.92XA,"Unspecified child maltreatment, suspected, initial encounter"
T78,"Adverse effects, not elsewhere classified"
T78.0,Anaphylactic reaction due to food
T78.00,Anaphylactic reaction due to unspecified food
T78.00XA,"Anaphylactic reaction due to unspecified food, initial encounter"
T78.00XD,"Anaphylactic reaction due to unspecified food, subsequent encounter"
T78.01,Anaphylactic reaction due to peanuts
T78.01XA,"Anaphylactic reaction due to peanuts, initial encounter"
T78.02,Anaphylactic reaction due to shellfish (crustaceans)
T78.02XA,"Anaphylactic reaction due to shellfish (crustaceans), initial encounter"
T78.03,Anaphylactic reaction due to other fish
T78.03XA,"Anaphylactic reaction due to other fish, initial encounter"
T78.05,Anaphylactic reaction due to tree nuts and seeds
T78.05XA,"Anaphylactic reaction due to tree nuts and seeds, initial encounter"
T78.07,Anaphylactic reaction due to milk and dairy products
T78.07XA,"Anaphylactic reaction due to milk and dairy products, initial encounter"
T78.09,Anaphylactic reaction due to other food products
T78.09XA,"Anaphylactic reaction due to other food products, initial encounter"
T78.1,"Other adverse food reactions, not elsewhere classified"
T78.1XXA,"Other adverse food reactions, not elsewhere classified, initial encounter"
T78.2,"Anaphylactic shock, unspecified"
T78.2XXA,"Anaphylactic shock, unspecified, initial encounter"
T78.2XXD,"Anaphylactic shock, unspecified, subsequent encounter"
T78.2XXS,"Anaphylactic shock, unspecified, sequela"
T78.3,Angioneurotic edema
T78.3XXA,"Angioneurotic edema, initial encounter"
T78.3XXD,"Angioneurotic edema, subsequent encounter"
T78.4,Other and unspecified allergy
T78.40,"Allergy, unspecified"
T78.40XA,"Allergy, unspecified, initial encounter"
T78.40XD,"Allergy, unspecified, subsequent encounter"
T78.49,Other allergy
T78.49XA,"Other allergy, initial encounter"
T78.49XD,"Other allergy, subsequent encounter"
T78.49XS,"Other allergy, sequela"
T78.8,"Other adverse effects, not elsewhere classified"
T78.8XXA,"Other adverse effects, not elsewhere classified, initial encounter"
T78.8XXD,"Other adverse effects, not elsewhere classified, subsequent encounter"
T79,"Certain early complications of trauma, not elsewhere classified"
T79.2,Traumatic secondary and recurrent hemorrhage and seroma
T79.2XXA,"Traumatic secondary and recurrent hemorrhage and seroma, initial encounter"
T79.4,Traumatic shock
T79.4XXA,"Traumatic shock, initial encounter"
T79.4XXD,"Traumatic shock, subsequent encounter"
T79.4XXS,"Traumatic shock, sequela"
T79.6,Traumatic ischemia of muscle
T79.7,Traumatic subcutaneous emphysema
T79.7XXA,"Traumatic subcutaneous emphysema, initial encounter"
T79.8,Other early complications of trauma
T79.8XXA,"Other early complications of trauma, initial encounter"
T79.9,Unspecified early complication of trauma
T79.9XXA,"Unspecified early complication of trauma, initial encounter"
T79.9XXS,"Unspecified early complication of trauma, sequela"
T79.A,Traumatic compartment syndrome
T79.A0,"Compartment syndrome, unspecified"
T79.A0XA,"Compartment syndrome, unspecified, initial encounter"
T79.A11,Traumatic compartment syndrome of right upper extremity
T79.A9,Traumatic compartment syndrome of other sites
T80,"Complications following infusion, transfusion and therapeutic injection"
T80.21,Infection due to central venous catheter
T80.212,Local infection due to central venous catheter
T80.219,Unspecified infection due to central venous catheter
T80.219A,"Unspecified infection due to central venous catheter, initial encounter"
T80.219S,"Unspecified infection due to central venous catheter, sequela"
T80.22XA,"Acute infection following transfusion, infusion, or injection of blood and blood products, initial encounter"
T80.3,ABO incompatibility reaction due to transfusion of blood or blood products
T80.4,Rh incompatibility reaction due to transfusion of blood or blood products
T80.5,Anaphylactic reaction due to serum
T80.59,Anaphylactic reaction due to other serum
T80.89XA,"Other complications following infusion, transfusion and therapeutic injection, initial encounter"
T80.90,Unspecified complication following infusion and therapeutic injection
T80.92,Unspecified transfusion reaction
T80.92XA,"Unspecified transfusion reaction, initial encounter"
T80.92XS,"Unspecified transfusion reaction, sequela"
T81,"Complications of procedures, not elsewhere classified"
T81.11,Postprocedural cardiogenic shock
T81.11XA,"Postprocedural cardiogenic shock, initial encounter"
T81.12XA,"Postprocedural septic shock, initial encounter"
T81.3,"Disruption of wound, not elsewhere classified"
T81.30,"Disruption of wound, unspecified"
T81.30XA,"Disruption of wound, unspecified, initial encounter"
T81.30XD,"Disruption of wound, unspecified, subsequent encounter"
T81.30XS,"Disruption of wound, unspecified, sequela"
T81.31,"Disruption of external operation (surgical) wound, not elsewhere classified"
T81.31XA,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
T81.31XS,"Disruption of external operation (surgical) wound, not elsewhere classified, sequela"
T81.32XA,"Disruption of internal operation (surgical) wound, not elsewhere classified, initial encounter"
T81.32XS,"Disruption of internal operation (surgical) wound, not elsewhere classified, sequela"
T81.33,Disruption of traumatic injury wound repair
T81.33XA,"Disruption of traumatic injury wound repair, initial encounter"
T81.4,Infection following a procedure
T81.40,"Infection following a procedure, unspecified"
T81.40XA,"Infection following a procedure, unspecified, initial encounter"
T81.40XD,"Infection following a procedure, unspecified, subsequent encounter"
T81.40XS,"Infection following a procedure, unspecified, sequela"
T81.41XA,"Infection following a procedure, superficial incisional surgical site, initial encounter"
T81.44,Sepsis following a procedure
T81.44XA,"Sepsis following a procedure, initial encounter"
T81.49,"Infection following a procedure, other surgical site"
T81.49XA,"Infection following a procedure, other surgical site, initial encounter"
T81.49XS,"Infection following a procedure, other surgical site, sequela"
T81.517A,"Adhesions due to foreign body accidentally left in body following removal of catheter or packing, initial encounter"
T81.520A,"Obstruction due to foreign body accidentally left in body following surgical operation, initial encounter"
T81.60XA,"Unspecified acute reaction to foreign substance accidentally left during a procedure, initial encounter"
T81.719,"Complication of unspecified artery following a procedure, not elsewhere classified"
T81.8,"Other complications of procedures, not elsewhere classified"
T81.81XS,"Complication of inhalation therapy, sequela"
T81.89,"Other complications of procedures, not elsewhere classified"
T81.89XA,"Other complications of procedures, not elsewhere classified, initial encounter"
T81.9,Unspecified complication of procedure
T81.9XXA,"Unspecified complication of procedure, initial encounter"
T81.9XXS,"Unspecified complication of procedure, sequela"
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts"
T82.0,Mechanical complication of heart valve prosthesis
T82.1,Mechanical complication of cardiac electronic device
T82.11,Breakdown (mechanical) of cardiac electronic device
T82.110A,"Breakdown (mechanical) of cardiac electrode, initial encounter"
T82.111A,"Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter"
T82.118,Breakdown (mechanical) of other cardiac electronic device
T82.118A,"Breakdown (mechanical) of other cardiac electronic device, initial encounter"
