eSituation_10,DiagnosisCodeDescr
T22.192A,"Burn of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter"
T22.20,"Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site"
T22.21,Burn of second degree of forearm
T22.211,Burn of second degree of right forearm
T22.211A,"Burn of second degree of right forearm, initial encounter"
T22.212A,"Burn of second degree of left forearm, initial encounter"
T22.221,Burn of second degree of right elbow
T22.221A,"Burn of second degree of right elbow, initial encounter"
T22.222A,"Burn of second degree of left elbow, initial encounter"
T22.23,Burn of second degree of upper arm
T22.231A,"Burn of second degree of right upper arm, initial encounter"
T22.232A,"Burn of second degree of left upper arm, initial encounter"
T22.241,Burn of second degree of right axilla
T22.25,Burn of second degree of shoulder
T22.251A,"Burn of second degree of right shoulder, initial encounter"
T22.252A,"Burn of second degree of left shoulder, initial encounter"
T22.291,"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand"
T22.291A,"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
T22.292,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand"
T22.292A,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter"
T22.31,Burn of third degree of forearm
T22.311A,"Burn of third degree of right forearm, initial encounter"
T22.312A,"Burn of third degree of left forearm, initial encounter"
T22.321A,"Burn of third degree of right elbow, initial encounter"
T22.322A,"Burn of third degree of left elbow, initial encounter"
T22.33,Burn of third degree of upper arm
T22.331A,"Burn of third degree of right upper arm, initial encounter"
T22.332A,"Burn of third degree of left upper arm, initial encounter"
T22.35,Burn of third degree of shoulder
T22.351A,"Burn of third degree of right shoulder, initial encounter"
T22.352A,"Burn of third degree of left shoulder, initial encounter"
T22.391,"Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand"
T22.391A,"Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
T22.392,"Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand"
T22.392A,"Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter"
T23,Burn and corrosion of wrist and hand
T23.0,Burn of unspecified degree of wrist and hand
T23.001A,"Burn of unspecified degree of right hand, unspecified site, initial encounter"
T23.002A,"Burn of unspecified degree of left hand, unspecified site, initial encounter"
T23.10,"Burn of first degree of hand, unspecified site"
T23.101,"Burn of first degree of right hand, unspecified site"
T23.11,Burn of first degree of thumb (nail)
T23.111A,"Burn of first degree of right thumb (nail), initial encounter"
T23.112A,"Burn of first degree of left thumb (nail), initial encounter"
T23.12,Burn of first degree of single finger (nail) except thumb
T23.121A,"Burn of first degree of single right finger (nail) except thumb, initial encounter"
T23.122A,"Burn of first degree of single left finger (nail) except thumb, initial encounter"
T23.139,"Burn of first degree of unspecified multiple fingers (nail), not including thumb"
T23.151A,"Burn of first degree of right palm, initial encounter"
T23.152A,"Burn of first degree of left palm, initial encounter"
T23.161A,"Burn of first degree of back of right hand, initial encounter"
T23.162,Burn of first degree of back of left hand
T23.162A,"Burn of first degree of back of left hand, initial encounter"
T23.17,Burn of first degree of wrist
T23.171A,"Burn of first degree of right wrist, initial encounter"
T23.172A,"Burn of first degree of left wrist, initial encounter"
T23.191A,"Burn of first degree of multiple sites of right wrist and hand, initial encounter"
T23.192,Burn of first degree of multiple sites of left wrist and hand
T23.192A,"Burn of first degree of multiple sites of left wrist and hand, initial encounter"
T23.199,Burn of first degree of multiple sites of unspecified wrist and hand
T23.20,"Burn of second degree of hand, unspecified site"
T23.21,Burn of second degree of thumb (nail)
T23.211A,"Burn of second degree of right thumb (nail), initial encounter"
T23.212A,"Burn of second degree of left thumb (nail), initial encounter"
T23.22,Burn of second degree of single finger (nail) except thumb
T23.221A,"Burn of second degree of single right finger (nail) except thumb, initial encounter"
T23.222A,"Burn of second degree of single left finger (nail) except thumb, initial encounter"
T23.23,"Burn of second degree of multiple fingers (nail), not including thumb"
T23.242,"Burn of second degree of multiple left fingers (nail), including thumb"
T23.251A,"Burn of second degree of right palm, initial encounter"
T23.252A,"Burn of second degree of left palm, initial encounter"
T23.261,Burn of second degree of back of right hand
T23.261A,"Burn of second degree of back of right hand, initial encounter"
T23.262A,"Burn of second degree of back of left hand, initial encounter"
T23.27,Burn of second degree of wrist
T23.271A,"Burn of second degree of right wrist, initial encounter"
T23.272A,"Burn of second degree of left wrist, initial encounter"
T23.291,Burn of second degree of multiple sites of right wrist and hand
T23.291A,"Burn of second degree of multiple sites of right wrist and hand, initial encounter"
T23.292,Burn of second degree of multiple sites of left wrist and hand
T23.292A,"Burn of second degree of multiple sites of left wrist and hand, initial encounter"
T23.30,"Burn of third degree of hand, unspecified site"
T23.301,"Burn of third degree of right hand, unspecified site"
T23.301A,"Burn of third degree of right hand, unspecified site, initial encounter"
T23.302,"Burn of third degree of left hand, unspecified site"
T23.302A,"Burn of third degree of left hand, unspecified site, initial encounter"
T23.31,Burn of third degree of thumb (nail)
T23.311A,"Burn of third degree of right thumb (nail), initial encounter"
T23.312A,"Burn of third degree of left thumb (nail), initial encounter"
T23.32,Burn of third degree of single finger (nail) except thumb
T23.321A,"Burn of third degree of single right finger (nail) except thumb, initial encounter"
T23.322A,"Burn of third degree of single left finger (nail) except thumb, initial encounter"
T23.33,"Burn of third degree of multiple fingers (nail), not including thumb"
T23.341,"Burn of third degree of multiple right fingers (nail), including thumb"
T23.342,"Burn of third degree of multiple left fingers (nail), including thumb"
T23.351A,"Burn of third degree of right palm, initial encounter"
T23.352A,"Burn of third degree of left palm, initial encounter"
T23.36,Burn of third degree of back of hand
T23.361A,"Burn of third degree of back of right hand, initial encounter"
T23.362A,"Burn of third degree of back of left hand, initial encounter"
T23.37,Burn of third degree of wrist
T23.371A,"Burn of third degree of right wrist, initial encounter"
T23.372A,"Burn of third degree of left wrist, initial encounter"
T24.019A,"Burn of unspecified degree of unspecified thigh, initial encounter"
T24.039A,"Burn of unspecified degree of unspecified lower leg, initial encounter"
T24.1,"Burn of first degree of lower limb, except ankle and foot"
T24.11,Burn of first degree of thigh
T24.111A,"Burn of first degree of right thigh, initial encounter"
T24.112A,"Burn of first degree of left thigh, initial encounter"
T24.121,Burn of first degree of right knee
T24.121A,"Burn of first degree of right knee, initial encounter"
T24.122,Burn of first degree of left knee
T24.122A,"Burn of first degree of left knee, initial encounter"
T24.13,Burn of first degree of lower leg
T24.131A,"Burn of first degree of right lower leg, initial encounter"
T24.132A,"Burn of first degree of left lower leg, initial encounter"
T24.191,"Burn of first degree of multiple sites of right lower limb, except ankle and foot"
T24.191A,"Burn of first degree of multiple sites of right lower limb, except ankle and foot, initial encounter"
T24.192,"Burn of first degree of multiple sites of left lower limb, except ankle and foot"
T24.192A,"Burn of first degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
T24.20,"Burn of second degree of unspecified site of lower limb, except ankle and foot"
T24.21,Burn of second degree of thigh
T24.211A,"Burn of second degree of right thigh, initial encounter"
T24.212A,"Burn of second degree of left thigh, initial encounter"
T24.221A,"Burn of second degree of right knee, initial encounter"
T24.222A,"Burn of second degree of left knee, initial encounter"
T24.23,Burn of second degree of lower leg
T24.231A,"Burn of second degree of right lower leg, initial encounter"
T24.232,Burn of second degree of left lower leg
T24.232A,"Burn of second degree of left lower leg, initial encounter"
T24.291,"Burn of second degree of multiple sites of right lower limb, except ankle and foot"
T24.291A,"Burn of second degree of multiple sites of right lower limb, except ankle and foot, initial encounter"
T24.292,"Burn of second degree of multiple sites of left lower limb, except ankle and foot"
T24.292A,"Burn of second degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
T24.31,Burn of third degree of thigh
T24.311A,"Burn of third degree of right thigh, initial encounter"
T24.312A,"Burn of third degree of left thigh, initial encounter"
T24.321A,"Burn of third degree of right knee, initial encounter"
T24.322A,"Burn of third degree of left knee, initial encounter"
T24.33,Burn of third degree of lower leg
T24.331A,"Burn of third degree of right lower leg, initial encounter"
T24.332A,"Burn of third degree of left lower leg, initial encounter"
T24.391,"Burn of third degree of multiple sites of right lower limb, except ankle and foot"
T24.391A,"Burn of third degree of multiple sites of right lower limb, except ankle and foot, initial encounter"
T24.392,"Burn of third degree of multiple sites of left lower limb, except ankle and foot"
T24.392A,"Burn of third degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
T25.0,Burn of unspecified degree of ankle and foot
T25.029A,"Burn of unspecified degree of unspecified foot, initial encounter"
T25.11,Burn of first degree of ankle
T25.111,Burn of first degree of right ankle
T25.111A,"Burn of first degree of right ankle, initial encounter"
T25.112A,"Burn of first degree of left ankle, initial encounter"
T25.12,Burn of first degree of foot
T25.121A,"Burn of first degree of right foot, initial encounter"
T25.122A,"Burn of first degree of left foot, initial encounter"
T25.13,Burn of first degree of toe(s) (nail)
T25.131A,"Burn of first degree of right toe(s) (nail), initial encounter"
T25.132A,"Burn of first degree of left toe(s) (nail), initial encounter"
T25.199,Burn of first degree of multiple sites of unspecified ankle and foot
T25.21,Burn of second degree of ankle
T25.211,Burn of second degree of right ankle
T25.211A,"Burn of second degree of right ankle, initial encounter"
T25.212A,"Burn of second degree of left ankle, initial encounter"
T25.22,Burn of second degree of foot
T25.221,Burn of second degree of right foot
T25.221A,"Burn of second degree of right foot, initial encounter"
T25.222,Burn of second degree of left foot
T25.222A,"Burn of second degree of left foot, initial encounter"
T25.23,Burn of second degree of toe(s) (nail)
T25.231A,"Burn of second degree of right toe(s) (nail), initial encounter"
T25.232A,"Burn of second degree of left toe(s) (nail), initial encounter"
T25.31,Burn of third degree of ankle
T25.311A,"Burn of third degree of right ankle, initial encounter"
T25.312A,"Burn of third degree of left ankle, initial encounter"
T25.32,Burn of third degree of foot
T25.321,Burn of third degree of right foot
T25.321A,"Burn of third degree of right foot, initial encounter"
T25.322,Burn of third degree of left foot
T25.322A,"Burn of third degree of left foot, initial encounter"
T25.33,Burn of third degree of toe(s) (nail)
T25.331A,"Burn of third degree of right toe(s) (nail), initial encounter"
T25.332A,"Burn of third degree of left toe(s) (nail), initial encounter"
T26.0,Burn of eyelid and periocular area
T26.00XA,"Burn of unspecified eyelid and periocular area, initial encounter"
T27,Burn and corrosion of respiratory tract
T27.0,Burn of larynx and trachea
T27.3,"Burn of respiratory tract, part unspecified"
T28.0,Burn of mouth and pharynx
T28.6,Corrosion of esophagus
T30,"Burn and corrosion, body region unspecified"
T30.0,"Burn of unspecified body region, unspecified degree"
T31,Burns classified according to extent of body surface involved
T31.0,Burns involving less than 10% of body surface
T31.1,Burns involving 10-19% of body surface
T31.3,Burns involving 30-39% of body surface
T31.4,Burns involving 40-49% of body surface
T31.5,Burns involving 50-59% of body surface
T31.50,Burns involving 50-59% of body surface with 0% to 9% third degree burns
T33,Superficial frostbite
T33.5,"Superficial frostbite of wrist, hand, and fingers"
T33.829,Superficial frostbite of unspecified foot
T33.90,Superficial frostbite of unspecified sites
T33.90XA,"Superficial frostbite of unspecified sites, initial encounter"
T34,Frostbite with tissue necrosis
T34.90,Frostbite with tissue necrosis of unspecified sites
T34.99XA,"Frostbite with tissue necrosis of other sites, initial encounter"
T36.95,Adverse effect of unspecified systemic antibiotic
T37.1X1A,"Poisoning by antimycobacterial drugs, accidental (unintentional), initial encounter"
T37.95,Adverse effect of unspecified systemic anti-infective and antiparasitic
T38.3X5,Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs
T38.3X5A,"Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter"
T38.3X6,Underdosing of insulin and oral hypoglycemic [antidiabetic] drugs
T38.805,Adverse effect of unspecified hormones and synthetic substitutes
T39.094,"Poisoning by salicylates, undetermined"
T39.095,Adverse effect of salicylates
T39.392,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm"
T39.8X2,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm"
T39.91XA,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, accidental (unintentional), initial encounter"
T39.95XA,"Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter"
T40.0X1A,"Poisoning by opium, accidental (unintentional), initial encounter"
T40.0X2,"Poisoning by opium, intentional self-harm"
T40.1,Poisoning by and adverse effect of heroin
T40.1X,Poisoning by and adverse effect of heroin
T40.1X1A,"Poisoning by heroin, accidental (unintentional), initial encounter"
T40.1X4,"Poisoning by heroin, undetermined"
T40.2,"Poisoning by, adverse effect of and underdosing of other opioids"
T40.2X1,"Poisoning by other opioids, accidental (unintentional)"
T40.2X1A,"Poisoning by other opioids, accidental (unintentional), initial encounter"
T40.2X1S,"Poisoning by other opioids, accidental (unintentional), sequela"
T40.2X2,"Poisoning by other opioids, intentional self-harm"
T40.2X2S,"Poisoning by other opioids, intentional self-harm, sequela"
T40.2X4,"Poisoning by other opioids, undetermined"
T40.2X4A,"Poisoning by other opioids, undetermined, initial encounter"
T40.2X5,Adverse effect of other opioids
T40.49,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T40.492,"Poisoning by other synthetic narcotics, intentional self-harm"
T40.495A,"Adverse effect of other synthetic narcotics, initial encounter"
T40.495D,"Adverse effect of other synthetic narcotics, subsequent encounter"
T40.5,"Poisoning by, adverse effect of and underdosing of cocaine"
T40.5X4,"Poisoning by cocaine, undetermined"
T40.5X5,Adverse effect of cocaine
T40.6,"Poisoning by, adverse effect of and underdosing of other and unspecified narcotics"
T40.60,"Poisoning by, adverse effect of and underdosing of unspecified narcotics"
T40.601,"Poisoning by unspecified narcotics, accidental (unintentional)"
T40.601A,"Poisoning by unspecified narcotics, accidental (unintentional), initial encounter"
T40.602,"Poisoning by unspecified narcotics, intentional self-harm"
T40.602A,"Poisoning by unspecified narcotics, intentional self-harm, initial encounter"
T40.603A,"Poisoning by unspecified narcotics, assault, initial encounter"
T40.604,"Poisoning by unspecified narcotics, undetermined"
T40.604A,"Poisoning by unspecified narcotics, undetermined, initial encounter"
T40.605,Adverse effect of unspecified narcotics
T40.605A,"Adverse effect of unspecified narcotics, initial encounter"
T40.605D,"Adverse effect of unspecified narcotics, subsequent encounter"
T40.692,"Poisoning by other narcotics, intentional self-harm"
T40.694A,"Poisoning by other narcotics, undetermined, initial encounter"
T40.695,Adverse effect of other narcotics
T40.695A,"Adverse effect of other narcotics, initial encounter"
T40.695D,"Adverse effect of other narcotics, subsequent encounter"
T40.7,"Poisoning by, adverse effect of and underdosing of cannabis (derivatives)"
T40.712,"Poisoning by cannabis, intentional self-harm"
T40.8,Poisoning by and adverse effect of lysergide [LSD]
T40.9,"Poisoning by, adverse effect of and underdosing of other and unspecified psychodysleptics [hallucinogens]"
T40.906,Underdosing of unspecified psychodysleptics [hallucinogens]
T40.995,Adverse effect of other psychodysleptics [hallucinogens]
T41.205,Adverse effect of unspecified general anesthetics
T41.292,"Poisoning by other general anesthetics, intentional self-harm"
T42.3X5,Adverse effect of barbiturates
T42.4X2,"Poisoning by benzodiazepines, intentional self-harm"
T42.4X2A,"Poisoning by benzodiazepines, intentional self-harm, initial encounter"
T42.4X4,"Poisoning by benzodiazepines, undetermined"
T42.4X5,Adverse effect of benzodiazepines
T42.74,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, undetermined"
T42.75,Adverse effect of unspecified antiepileptic and sedative-hypnotic drugs
T43.201,"Poisoning by unspecified antidepressants, accidental (unintentional)"
T43.202,"Poisoning by unspecified antidepressants, intentional self-harm"
T43.291,"Poisoning by other antidepressants, accidental (unintentional)"
T43.292,"Poisoning by other antidepressants, intentional self-harm"
T43.3X5,Adverse effect of phenothiazine antipsychotics and neuroleptics
T43.4X6,Underdosing of butyrophenone and thiothixene neuroleptics
T43.592,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm"
T43.595,Adverse effect of other antipsychotics and neuroleptics
T43.605,Adverse effect of unspecified psychostimulants
T43.621A,"Poisoning by amphetamines, accidental (unintentional), initial encounter"
T43.623,"Poisoning by amphetamines, assault"
T43.625,Adverse effect of amphetamines
T43.692,"Poisoning by other psychostimulants, intentional self-harm"
T43.695,Adverse effect of other psychostimulants
T43.8X2,"Poisoning by other psychotropic drugs, intentional self-harm"
T43.8X5,Adverse effect of other psychotropic drugs
T43.94,"Poisoning by unspecified psychotropic drug, undetermined"
T43.94XA,"Poisoning by unspecified psychotropic drug, undetermined, initial encounter"
T43.95,Adverse effect of unspecified psychotropic drug
T44.3X5,Adverse effect of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
T44.905,Adverse effect of unspecified drugs primarily affecting the autonomic nervous system
T44.991,"Poisoning by other drug primarily affecting the autonomic nervous system, accidental (unintentional)"
T44.992A,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, initial encounter"
T45.0X2A,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter"
T45.3X5,Adverse effect of enzymes
T45.8X5,Adverse effect of other primarily systemic and hematological agents
T45.95,Adverse effect of unspecified primarily systemic and hematological agent
T46.0X5A,"Adverse effect of cardiac-stimulant glycosides and drugs of similar action, initial encounter"
T46.1X6,Underdosing of calcium-channel blockers
T46.905A,"Adverse effect of unspecified agents primarily affecting the cardiovascular system, initial encounter"
T46.992,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm"
T47.95,Adverse effect of unspecified agents primarily affecting the gastrointestinal system
T48.202,"Poisoning by unspecified drugs acting on muscles, intentional self-harm"
T48.991,"Poisoning by other agents primarily acting on the respiratory system, accidental (unintentional)"
T48.992,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm"
T49.95,Adverse effect of unspecified topical agent
T50,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances"
T50.0,"Poisoning by, adverse effect of and underdosing of mineralocorticoids and their antagonists"
T50.7X4A,"Poisoning by analeptics and opioid receptor antagonists, undetermined, initial encounter"
T50.9,"Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
T50.90,"Poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances"
T50.901,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional)"
T50.901A,"Poisoning by unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.902,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm"
T50.902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter"
T50.903A,"Poisoning by unspecified drugs, medicaments and biological substances, assault, initial encounter"
T50.904,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined"
T50.904A,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, initial encounter"
T50.904S,"Poisoning by unspecified drugs, medicaments and biological substances, undetermined, sequela"
T50.905,"Adverse effect of unspecified drugs, medicaments and biological substances"
T50.905A,"Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter"
T50.91,"Poisoning by, adverse effect of and underdosing of multiple unspecified drugs, medicaments and biological substances"
T50.911A,"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.912,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm"
T50.914,"Poisoning by multiple unspecified drugs, medicaments and biological substances, undetermined"
T50.915,"Adverse effect of multiple unspecified drugs, medicaments and biological substances"
T50.915A,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, initial encounter"
T50.915S,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, sequela"
T50.991,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional)"
T50.991A,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.992,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm"
T50.992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter"
T50.994S,"Poisoning by other drugs, medicaments and biological substances, undetermined, sequela"
T50.995,"Adverse effect of other drugs, medicaments and biological substances"
T50.995A,"Adverse effect of other drugs, medicaments and biological substances, initial encounter"
T50.Z95A,"Adverse effect of other vaccines and biological substances, initial encounter"
T51,Toxic effect of alcohol
T51.9,Toxic effect of unspecified alcohol
T51.91,"Toxic effect of unspecified alcohol, accidental (unintentional)"
T54.92,"Toxic effect of unspecified corrosive substance, intentional self-harm"
T55,Toxic effect of soaps and detergents
T57,Toxic effect of other inorganic substances
T57.9,Toxic effect of unspecified inorganic substance
T58,Toxic effect of carbon monoxide
T58.02,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm"
T58.03XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, assault, initial encounter"
T58.14XA,"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter"
T58.9,Toxic effect of carbon monoxide from unspecified source
T58.91,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional)"
T58.91XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter"
T59.7X4A,"Toxic effect of carbon dioxide, undetermined, initial encounter"
T59.811A,"Toxic effect of smoke, accidental (unintentional), initial encounter"
T59.891A,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.9,"Toxic effect of unspecified gases, fumes and vapors"
T59.91XA,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.92XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter"
T59.93XA,"Toxic effect of unspecified gases, fumes and vapors, assault, initial encounter"
T59.94XA,"Toxic effect of unspecified gases, fumes and vapors, undetermined, initial encounter"
T60.0X4,"Toxic effect of organophosphate and carbamate insecticides, undetermined"
T62.2X4,"Toxic effect of other ingested (parts of) plant(s), undetermined"
T63,Toxic effect of contact with venomous animals and plants
T63.0,Toxic effect of snake venom
T63.001A,"Toxic effect of unspecified snake venom, accidental (unintentional), initial encounter"
T63.02,Toxic effect of coral snake venom
T63.2,Toxic effect of venom of scorpion
T63.30,Toxic effect of unspecified spider venom
T63.301A,"Toxic effect of unspecified spider venom, accidental (unintentional), initial encounter"
T63.44,Toxic effect of venom of bees
T63.441,"Toxic effect of venom of bees, accidental (unintentional)"
T63.461,"Toxic effect of venom of wasps, accidental (unintentional)"
T63.481,"Toxic effect of venom of other arthropod, accidental (unintentional)"
T63.893,"Toxic effect of contact with other venomous animals, assault"
T65.9,Toxic effect of unspecified substance
T65.91XA,"Toxic effect of unspecified substance, accidental (unintentional), initial encounter"
T65.92XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter"
T65.93XA,"Toxic effect of unspecified substance, assault, initial encounter"
T65.94,"Toxic effect of unspecified substance, undetermined"
T65.94XA,"Toxic effect of unspecified substance, undetermined, initial encounter"
T67,Effects of heat and light
T67.0,Heatstroke and sunstroke
T67.01,Heatstroke and sunstroke
T67.02,Exertional heatstroke
T67.1,Heat syncope
T67.1XXA,"Heat syncope, initial encounter"
T67.2,Heat cramp
T67.2XXA,"Heat cramp, initial encounter"
T67.5,"Heat exhaustion, unspecified"
T67.5XXA,"Heat exhaustion, unspecified, initial encounter"
T67.8,Other effects of heat and light
T67.9,"Effect of heat and light, unspecified"
T67.9XXA,"Effect of heat and light, unspecified, initial encounter"
T68,Hypothermia
T68.XXXA,"Hypothermia, initial encounter"
T68.XXXD,"Hypothermia, subsequent encounter"
T69.8,Other specified effects of reduced temperature
T69.9,"Effect of reduced temperature, unspecified"
T69.9XXA,"Effect of reduced temperature, unspecified, initial encounter"
T70.29,Other effects of high altitude
T71,Asphyxiation
T71.1,Asphyxiation due to mechanical threat to breathing
T71.14,Asphyxiation due to smothering under another person's body (in bed)
T71.16,Asphyxiation due to hanging
T71.164A,"Asphyxiation due to hanging, undetermined, initial encounter"
T71.194A,"Asphyxiation due to mechanical threat to breathing due to other causes, undetermined, initial encounter"
T71.21,Asphyxiation due to cave-in or falling earth
T71.29,Asphyxiation due to being trapped in other low oxygen environment
T71.9,Asphyxiation due to unspecified cause
T71.9XXA,"Asphyxiation due to unspecified cause, initial encounter"
T73.0,Starvation
T73.3,Exhaustion due to excessive exertion
T74,"Adult and child abuse, neglect and other maltreatment, confirmed"
T74.0,"Neglect or abandonment, confirmed"
T74.01,"Adult neglect or abandonment, confirmed"
T74.11,"Adult physical abuse, confirmed"
T74.11XA,"Adult physical abuse, confirmed, initial encounter"
T74.12XA,"Child physical abuse, confirmed, initial encounter"
T74.21,"Adult sexual abuse, confirmed"
T74.21XA,"Adult sexual abuse, confirmed, initial encounter"
T75,Other and unspecified effects of other external causes
T75.0,Effects of lightning
T75.00,Unspecified effects of lightning
T75.00XA,"Unspecified effects of lightning, initial encounter"
T75.1,Unspecified effects of drowning and nonfatal submersion
T75.1XXA,"Unspecified effects of drowning and nonfatal submersion, initial encounter"
T75.1XXD,"Unspecified effects of drowning and nonfatal submersion, subsequent encounter"
T75.3,Motion sickness
T75.4,Electrocution
T75.4XXA,"Electrocution, initial encounter"
T75.89,Other specified effects of external causes
T76,"Adult and child abuse, neglect and other maltreatment, suspected"
T76.01,"Adult neglect or abandonment, suspected"
T76.01XA,"Adult neglect or abandonment, suspected, initial encounter"
T76.02,"Child neglect or abandonment, suspected"
T76.02XA,"Child neglect or abandonment, suspected, initial encounter"
T76.1,"Physical abuse, suspected"
T76.11,"Adult physical abuse, suspected"
T76.12,"Child physical abuse, suspected"
T76.12XA,"Child physical abuse, suspected, initial encounter"
T76.2,"Sexual abuse, suspected"
T76.21,"Adult sexual abuse, suspected"
T76.21XA,"Adult sexual abuse, suspected, initial encounter"
T76.22,"Child sexual abuse, suspected"
T76.22XA,"Child sexual abuse, suspected, initial encounter"
T76.9,"Unspecified maltreatment, suspected"
T76.91XA,"Unspecified adult maltreatment, suspected, initial encounter"
T76.92XA,"Unspecified child maltreatment, suspected, initial encounter"
T78,"Adverse effects, not elsewhere classified"
T78.0,Anaphylactic reaction due to food
T78.00,Anaphylactic reaction due to unspecified food
T78.01,Anaphylactic reaction due to peanuts
T78.04,Anaphylactic reaction due to fruits and vegetables
T78.1,"Other adverse food reactions, not elsewhere classified"
T78.2,"Anaphylactic shock, unspecified"
T78.2XXA,"Anaphylactic shock, unspecified, initial encounter"
T78.2XXS,"Anaphylactic shock, unspecified, sequela"
T78.3,Angioneurotic edema
T78.3XXD,"Angioneurotic edema, subsequent encounter"
T78.4,Other and unspecified allergy
T78.40,"Allergy, unspecified"
T78.40XA,"Allergy, unspecified, initial encounter"
T78.49,Other allergy
T78.8XXA,"Other adverse effects, not elsewhere classified, initial encounter"
T79.2,Traumatic secondary and recurrent hemorrhage and seroma
T79.2XXA,"Traumatic secondary and recurrent hemorrhage and seroma, initial encounter"
T79.4,Traumatic shock
T79.4XXA,"Traumatic shock, initial encounter"
T79.7,Traumatic subcutaneous emphysema
T79.9,Unspecified early complication of trauma
T79.9XXA,"Unspecified early complication of trauma, initial encounter"
T79.9XXS,"Unspecified early complication of trauma, sequela"
T79.A,Traumatic compartment syndrome
T79.A0,"Compartment syndrome, unspecified"
T79.A0XA,"Compartment syndrome, unspecified, initial encounter"
T80.311,ABO incompatibility with delayed hemolytic transfusion reaction
T81.3,"Disruption of wound, not elsewhere classified"
T81.30,"Disruption of wound, unspecified"
T81.30XA,"Disruption of wound, unspecified, initial encounter"
T81.31XA,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
T81.40XA,"Infection following a procedure, unspecified, initial encounter"
T81.49,"Infection following a procedure, other surgical site"
T81.506D,"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
T81.89,"Other complications of procedures, not elsewhere classified"
T81.89XA,"Other complications of procedures, not elsewhere classified, initial encounter"
T81.9,Unspecified complication of procedure
T81.9XXA,"Unspecified complication of procedure, initial encounter"
T82.118A,"Breakdown (mechanical) of other cardiac electronic device, initial encounter"
T82.199,Other mechanical complication of unspecified cardiac device
T82.43XA,"Leakage of vascular dialysis catheter, initial encounter"
